,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
11888,2015-07-28,24.0,,,,,0.0,,,,,,4458.859543125
11889,2015-07-29,24.0,,,,,0.0,,,,,,4324.08292375
11890,2015-07-30,24.0,,,,,0.0,,,,,,4231.977531666666
11891,2015-07-31,24.0,,,,,0.0,,,,,,4220.76242
11892,2015-08-01,24.0,,,,,0.0,,,,,,4238.516410416667
11893,2015-08-02,24.0,,,,,0.0,,,,,,4257.300422083334
11894,2015-08-03,24.0,,,,,0.0,,,,,,4289.235336041666
11895,2015-08-04,24.0,,,,,0.0,,,,,,4274.169601458333
11896,2015-08-05,24.0,,,,,0.0,,,,,,4240.857055625
11897,2015-08-06,24.0,,,,,0.0,,,,,,4157.303940208333
11898,2015-08-07,24.0,,,,,0.0,,,,,,4158.234566041667
11899,2015-08-08,24.0,,,,,0.0,,,,,,3666.9481047916665
11900,2015-08-09,24.0,,,,,0.0,,,,,,6662.060478333334
11901,2015-08-10,20.12583,,,,,0.0,,,,,,3351.9540558333333
11902,2015-08-11,21.84167,,,,,0.0,,,,,,3968.186446458333
11903,2015-08-12,24.0,,,,,0.0,,,,,,4422.043366666667
11904,2015-08-13,24.0,,,,,0.0,,,,,,4411.916787291667
11905,2015-08-14,24.0,,,,,0.0,,,,,,4404.043892083333
11906,2015-08-15,24.0,,,,,0.0,,,,,,4447.5033416666665
11907,2015-08-16,24.0,,,,,0.0,,,,,,4518.385872291667
11908,2015-08-17,24.0,,,,,0.0,,,,,,4577.583014791667
11909,2015-08-18,24.0,,,,,0.0,,,,,,4603.0
11910,2015-08-19,24.0,,,,,0.0,,,,,,4593.0
11911,2015-08-20,24.0,,,,,0.0,,,,,,4608.0
11912,2015-08-21,24.0,,,,,0.0,,,,,,4654.0
11913,2015-08-22,24.0,,,,,0.0,,,,,,4675.0
11914,2015-08-23,7.34972,,,,,0.0,,,,,,1291.0
11915,2015-08-24,24.0,,,,,0.0,,,,,,4677.0
11916,2015-08-25,24.0,,,,,0.0,,,,,,4691.2436064583335
11917,2015-08-26,16.27514,,,,,0.0,,,,,,2914.289054375
11918,2015-08-27,0.0,,,,,0.0,,,,,,0.0
11919,2015-08-28,0.0,,,,,0.0,,,,,,0.0
11920,2015-08-29,0.0,,,,,0.0,,,,,,0.0
11921,2015-08-30,0.0,,,,,0.0,,,,,,0.0
11922,2015-08-31,21.075,,,,,0.0,,,,,,4000.2747764583332
11923,2015-09-01,24.0,,,,,0.0,,,,,,4703.555557708333
11924,2015-09-02,24.0,,,,,0.0,,,,,,4721.3131725
11925,2015-09-03,24.0,,,,,0.0,,,,,,4623.374206875
11926,2015-09-04,24.0,,,,,0.0,,,,,,4442.290511666667
11927,2015-09-05,24.0,,,,,0.0,,,,,,4634.661635416666
11928,2015-09-06,24.0,,,,,0.0,,,,,,4630.718261875
11929,2015-09-07,24.0,,,,,0.0,,,,,,4708.209327916667
11930,2015-09-08,24.0,,,,,0.0,,,,,,4788.070076041667
11931,2015-09-09,24.0,,,,,0.0,,,,,,4783.638153125
11932,2015-09-10,24.0,,,,,0.0,,,,,,4787.797043541666
11933,2015-09-11,24.0,,,,,0.0,,,,,,4474.025695833333
11934,2015-09-12,24.0,,,,,0.0,,,,,,4585.459869583334
11935,2015-09-13,24.0,,,,,0.0,,,,,,4450.214401041667
11936,2015-09-14,24.0,,,,,0.0,,,,,,4455.601005208333
11937,2015-09-15,24.0,,,,,0.0,,,,,,4453.241622708333
11938,2015-09-16,24.0,,,,,0.0,,,,,,4459.109245208333
11939,2015-09-17,24.0,,,,,0.0,,,,,,4532.096015625
11940,2015-09-18,24.0,,,,,0.0,,,,,,4473.3473125
11941,2015-09-19,24.0,,,,,0.0,,,,,,4438.608093125
11942,2015-09-20,24.0,,,,,0.0,,,,,,4430.432564583333
11943,2015-09-21,24.0,,,,,0.0,,,,,,4455.438919583334
11944,2015-09-22,19.98376,,,,,0.0,,,,,,3201.4091527083333
11945,2015-09-23,24.0,,,,,0.0,,,,,,4307.067535833334
11946,2015-09-24,24.0,,,,,0.0,,,,,,4162.248077291667
11947,2015-09-25,24.0,,,,,0.0,,,,,,4281.873107916666
11948,2015-09-26,24.0,,,,,0.0,,,,,,4375.047164583333
11949,2015-09-27,24.0,,,,,0.0,,,,,,4375.841353541667
11950,2015-09-28,24.0,,,,,0.0,,,,,,4389.714088541667
11951,2015-09-29,24.0,,,,,0.0,,,,,,4329.0
11952,2015-09-30,24.0,,,,,0.0,,,,,,4302.0
11953,2015-10-01,24.0,,,,,0.0,,,,,,4357.0
11954,2015-10-02,24.0,,,,,0.0,,,,,,4629.0
11955,2015-10-03,21.5,,,,,0.0,,,,,,4174.0
11956,2015-10-04,24.0,,,,,0.0,,,,,,4749.0
11957,2015-10-05,24.0,,,,,0.0,,,,,,4670.0
11958,2015-10-06,24.0,,,,,0.0,,,,,,4656.870361041667
11959,2015-10-07,24.0,,,,,0.0,,,,,,4628.334068541667
11960,2015-10-08,24.0,,,,,0.0,,,,,,4600.748702708333
11961,2015-10-09,24.0,,,,,0.0,,,,,,4645.764092291667
11962,2015-10-10,24.0,,,,,0.0,,,,,,4689.835869583333
11963,2015-10-11,24.0,,,,,0.0,,,,,,4748.603264166667
11964,2015-10-12,24.0,,,,,0.0,,,,,,4743.8966975
11965,2015-10-13,16.68279,,,,,0.0,,,,,,3226.0365552083335
11966,2015-10-14,24.0,,,,,0.0,,,,,,4268.266037291667
11967,2015-10-15,24.0,,,,,0.0,,,,,,4280.509392291667
11968,2015-10-16,24.0,,,,,0.0,,,,,,4178.63749
11969,2015-10-17,18.41667,,,,,0.0,,,,,,3216.083211458333
11970,2015-10-18,24.0,,,,,0.0,,,,,,4359.936851458333
11971,2015-10-19,24.0,,,,,0.0,,,,,,4239.765373541667
11972,2015-10-20,24.0,,,,,0.0,,,,,,4275.334274375
11973,2015-10-21,24.0,,,,,0.0,,,,,,4326.021735833333
11974,2015-10-22,24.0,,,,,0.0,,,,,,4375.500579375
11975,2015-10-23,24.0,,,,,0.0,,,,,,4370.96820125
11976,2015-10-24,24.0,,,,,0.0,,,,,,4364.369102291666
11977,2015-10-25,24.0,,,,,0.0,,,,,,4359.0613548
11978,2015-10-26,24.0,,,,,0.0,,,,,,4418.980209375
11979,2015-10-27,24.0,,,,,0.0,,,,,,4422.4070741666665
11980,2015-10-28,24.0,,,,,0.0,,,,,,4443.0403983333335
11981,2015-10-29,24.0,,,,,0.0,,,,,,4466.872108333333
11982,2015-10-30,24.0,,,,,0.0,,,,,,4484.868408125
11983,2015-10-31,24.0,,,,,0.0,,,,,,4490.505119583333
11984,2015-11-01,24.0,,,,,0.0,,,,,,4543.455154166667
11985,2015-11-02,11.025,,,,,0.0,,,,,,2017.3022779166668
11986,2015-11-03,21.475,,,,,0.0,,,,,,6943.187362291666
11987,2015-11-04,24.0,,,,,0.0,,,,,,7763.885422083334
11988,2015-11-05,18.0,,,,,0.0,,,,,,4434.791599375
11989,2015-11-06,24.0,,,,,0.0,,,,,,4519.319449791667
11990,2015-11-07,24.0,,,,,0.0,,,,,,7045.680404791667
11991,2015-11-08,24.0,,,,,0.0,,,,,,7341.270828333333
11992,2015-11-09,24.0,,,,,0.0,,,,,,7154.219223541667
11993,2015-11-10,24.0,,,,,0.0,,,,,,7439.0
11994,2015-11-11,24.0,,,,,0.0,,,,,,7698.0
11995,2015-11-12,24.0,,,,,0.0,,,,,,6866.0
11996,2015-11-13,24.0,,,,,0.0,,,,,,7151.0
11997,2015-11-14,24.0,,,,,0.0,,,,,,7201.0
11998,2015-11-15,24.0,,,,,0.0,,,,,,4545.0
11999,2015-11-16,24.0,,,,,0.0,,,,,,4434.0
12000,2015-11-17,24.0,,,,,0.0,,,,,,4503.424522291667
12001,2015-11-18,24.0,,,,,0.0,,,,,,4553.4800420833335
12002,2015-11-19,24.0,,,,,0.0,,,,,,4490.688102708334
12003,2015-11-20,24.0,,,,,0.0,,,,,,4460.801811458334
12004,2015-11-21,24.0,,,,,0.0,,,,,,4420.077408333334
12005,2015-11-22,24.0,,,,,0.0,,,,,,4493.880348333333
12006,2015-11-23,24.0,,,,,0.0,,,,,,4512.149131458334
12007,2015-11-24,24.0,,,,,0.0,,,,,,4557.065414583333
12008,2015-11-25,24.0,,,,,0.0,,,,,,4555.772071458333
12009,2015-11-26,24.0,,,,,0.0,,,,,,4564.32676
12010,2015-11-27,24.0,,,,,0.0,,,,,,4558.61084
12011,2015-11-28,24.0,,,,,0.0,,,,,,4572.637855625
12012,2015-11-29,24.0,,,,,0.0,,,,,,4586.5772475
12013,2015-11-30,24.0,,,,,0.0,,,,,,4578.379356666666
12014,2015-12-01,24.0,,,,,0.0,,,,,,4556.805190416667
12015,2015-12-02,24.0,,,,,0.0,,,,,,4558.030227083334
12016,2015-12-03,24.0,,,,,0.0,,,,,,5793.146575833333
12017,2015-12-04,24.0,,,,,0.0,,,,,,7159.489609583334
12018,2015-12-05,24.0,,,,,0.0,,,,,,7034.113159166666
12019,2015-12-06,24.0,,,,,0.0,,,,,,7074.8491816666665
12020,2015-12-07,24.0,,,,,0.0,,,,,,7045.610000833333
12021,2015-12-08,24.0,,,,,0.0,,,,,,7304.858047916667
12022,2015-12-09,19.24999,,,,,0.0,,,,,,3997.072121458333
12023,2015-12-10,24.0,,,,,0.0,,,,,,4269.212554583333
12024,2015-12-11,24.0,,,,,0.0,,,,,,4320.251701458334
12025,2015-12-12,24.0,,,,,0.0,,,,,,4311.234138541667
12026,2015-12-13,24.0,,,,,0.0,,,,,,4322.208229166667
12027,2015-12-14,24.0,,,,,0.0,,,,,,4344.68518
12028,2015-12-15,24.0,,,,,0.0,,,,,,4383.9302975
12029,2015-12-16,24.0,,,,,0.0,,,,,,4413.032012708333
12030,2015-12-17,24.0,,,,,0.0,,,,,,4415.988929375
12031,2015-12-18,24.0,,,,,0.0,,,,,,4435.368675208333
12032,2015-12-19,24.0,,,,,0.0,,,,,,4478.491310208334
12033,2015-12-20,24.0,,,,,0.0,,,,,,4450.24534625
12034,2015-12-21,24.0,,,,,0.0,,,,,,4509.208008333333
12035,2015-12-22,24.0,,,,,0.0,,,,,,4589.0
12036,2015-12-23,24.0,,,,,0.0,,,,,,4584.0
12037,2015-12-24,24.0,,,,,0.0,,,,,,4579.0
12038,2015-12-25,24.0,,,,,0.0,,,,,,4570.0
12039,2015-12-26,24.0,,,,,0.0,,,,,,4589.0
12040,2015-12-27,24.0,,,,,0.0,,,,,,4582.0
12041,2015-12-28,24.0,,,,,0.0,,,,,,4573.0
12042,2015-12-29,24.0,,,,,0.0,,,,,,4550.879837291666
12043,2015-12-30,24.0,,,,,0.0,,,,,,4540.222404375
12044,2015-12-31,24.0,,,,,0.0,,,,,,4586.7041625
12045,2016-01-01,24.0,,,,,0.0,,,,,,4574.158263541667
12046,2016-01-02,24.0,,,,,0.0,,,,,,4559.059494375
12047,2016-01-03,17.0,,,,,0.0,,,,,,3203.4057925
12048,2016-01-04,24.0,,,,,0.0,,,,,,3602.0344714583334
12049,2016-01-05,24.0,,,,,0.0,,,,,,6438.99250125
12050,2016-01-06,24.0,,,,,0.0,,,,,,7166.63465875
12051,2016-01-07,24.0,,,,,0.0,,,,,,7186.759864791667
12052,2016-01-08,24.0,,,,,0.0,,,,,,7038.235229166667
12053,2016-01-09,24.0,,,,,0.0,,,,,,6877.909743958333
12054,2016-01-10,24.0,,,,,0.0,,,,,,6824.33046
12055,2016-01-11,24.0,,,,,0.0,,,,,,6939.1905975
12056,2016-01-12,24.0,,,,,0.0,,,,,,6781.410720416667
12057,2016-01-13,21.0,,,,,0.0,,,,,,3858.2514872916668
12058,2016-01-14,24.0,,,,,0.0,,,,,,4220.50972
12059,2016-01-15,24.0,,,,,0.0,,,,,,4191.03442375
12060,2016-01-16,24.0,,,,,0.0,,,,,,4187.668426666667
12061,2016-01-17,24.0,,,,,0.0,,,,,,4166.728248125
12062,2016-01-18,24.0,,,,,0.0,,,,,,4177.084244166666
12063,2016-01-19,24.0,,,,,0.0,,,,,,4165.13748875
12064,2016-01-20,20.33333,,,,,0.0,,,,,,3748.77368875
12065,2016-01-21,24.0,,,,,0.0,,,,,,4661.582589166666
12066,2016-01-22,24.0,,,,,0.0,,,,,,4713.888412083334
12067,2016-01-23,24.0,,,,,0.0,,,,,,4677.67728375
12068,2016-01-24,24.0,,,,,0.0,,,,,,4372.920105
12069,2016-01-25,19.25833,,,,,0.0,,,,,,3595.030793958333
12070,2016-01-26,19.74167,,,,,0.0,,,,,,3727.4380372916667
12071,2016-01-27,24.0,,,,,0.0,,,,,,4494.62252
12072,2016-01-28,24.0,,,,,0.0,,,,,,4431.898834166666
12073,2016-01-29,24.0,,,,,0.0,,,,,,4491.62681625
12074,2016-01-30,24.0,,,,,0.0,,,,,,4529.333297708334
12075,2016-01-31,24.0,,,,,0.0,,,,,,4526.60736
12076,2016-02-01,24.0,,,,,0.0,,,,,,4513.407660625
12077,2016-02-02,24.0,,,,,0.0,,,,,,4515.436950833333
12078,2016-02-03,24.0,,,,,0.0,,,,,,4524.0
12079,2016-02-04,21.41667,,,,,0.0,,,,,,3769.0
12080,2016-02-05,24.0,,,,,0.0,,,,,,4671.0
12081,2016-02-06,24.0,,,,,0.0,,,,,,4691.0
12082,2016-02-07,24.0,,,,,0.0,,,,,,4683.0
12083,2016-02-08,24.0,,,,,0.0,,,,,,4683.0
12084,2016-02-09,24.0,,,,,0.0,,,,,,4655.04764625
12085,2016-02-10,24.0,,,,,0.0,,,,,,4125.596787083334
12086,2016-02-11,24.0,,,,,0.0,,,,,,3349.9491425
12087,2016-02-12,24.0,,,,,0.0,,,,,,3342.3302614583336
12088,2016-02-13,24.0,,,,,0.0,,,,,,3340.9687354166667
12089,2016-02-14,24.0,,,,,0.0,,,,,,3340.6918629166667
12090,2016-02-15,24.0,,,,,0.0,,,,,,3332.5695116666666
12091,2016-02-16,24.0,,,,,0.0,,,,,,3321.01292375
12092,2016-02-17,24.0,,,,,0.0,,,,,,3314.3776929166665
12093,2016-02-18,24.0,,,,,0.0,,,,,,3314.9290927083334
12094,2016-02-19,24.0,,,,,0.0,,,,,,3620.953675625
12095,2016-02-20,24.0,,,,,0.0,,,,,,6488.470405416667
12096,2016-02-21,24.0,,,,,0.0,,,,,,7129.35046375
12097,2016-02-22,24.0,,,,,0.0,,,,,,7454.021423125
12098,2016-02-23,24.0,,,,,0.0,,,,,,7545.886077708334
12099,2016-02-24,24.0,,,,,0.0,,,,,,7642.264266458334
12100,2016-02-25,24.0,,,,,0.0,,,,,,7760.063857916667
12101,2016-02-26,24.0,,,,,0.0,,,,,,7434.410842916666
12102,2016-02-27,24.0,,,,,0.0,,,,,,7638.072570416667
12103,2016-02-28,24.0,,,,,0.0,,,,,,7791.211395416667
12104,2016-02-29,24.0,,,,,0.0,,,,,,6086.102973541667
12105,2016-03-01,24.0,,,,,0.0,,,,,,4419.3685608333335
12106,2016-03-02,24.0,,,,,0.0,,,,,,4512.862968541666
12107,2016-03-03,24.0,,,,,0.0,,,,,,4581.976272708333
12108,2016-03-04,24.0,,,,,0.0,,,,,,4599.851074375
12109,2016-03-05,24.0,,,,,0.0,,,,,,4599.620285
12110,2016-03-06,24.0,,,,,0.0,,,,,,4591.79988125
12111,2016-03-07,24.0,,,,,0.0,,,,,,4599.950050208334
12112,2016-03-08,24.0,,,,,0.0,,,,,,4597.26248875
12113,2016-03-09,24.0,,,,,0.0,,,,,,4590.335669791667
12114,2016-03-10,24.0,,,,,0.0,,,,,,4592.787765
12115,2016-03-11,24.0,,,,,0.0,,,,,,4594.812217916667
12116,2016-03-12,24.0,,,,,0.0,,,,,,4620.366775833333
12117,2016-03-13,24.0,,,,,0.0,,,,,,4599.727661041667
12118,2016-03-14,24.0,,,,,0.0,,,,,,4569.802925208333
12119,2016-03-15,24.0,,,,,0.0,,,,,,4588.0
12120,2016-03-16,24.0,,,,,0.0,,,,,,4556.0
12121,2016-03-17,24.0,,,,,0.0,,,,,,4586.0
12122,2016-03-18,24.0,,,,,0.0,,,,,,4597.0
12123,2016-03-19,24.0,,,,,0.0,,,,,,4584.0
12124,2016-03-20,24.0,,,,,0.0,,,,,,4554.0
12125,2016-03-21,24.0,,,,,0.0,,,,,,4547.0
12126,2016-03-22,24.0,,,,,0.0,,,,,,4534.047439791667
12127,2016-03-23,24.0,,,,,0.0,,,,,,4531.926978958333
12128,2016-03-24,24.0,,,,,0.0,,,,,,4518.662887708333
12129,2016-03-25,24.0,,,,,0.0,,,,,,4523.555946041667
12130,2016-03-26,24.0,,,,,0.0,,,,,,4535.353295
12131,2016-03-27,23.0,,,,,0.0,,,,,,4344.0
12132,2016-03-28,24.0,,,,,0.0,,,,,,4542.812484583334
12133,2016-03-29,24.0,,,,,0.0,,,,,,4529.346602916667
12134,2016-03-30,24.0,,,,,0.0,,,,,,4528.686210625
12135,2016-03-31,24.0,,,,,0.0,,,,,,4530.869178541667
12136,2016-04-01,24.0,,,,,0.0,,,,,,4601.624565416667
12137,2016-04-02,24.0,,,,,0.0,,,,,,6429.660446041667
12138,2016-04-03,24.0,,,,,0.0,,,,,,4598.718123958333
12139,2016-04-04,24.0,,,,,0.0,,,,,,5137.8162
12140,2016-04-05,24.0,,,,,0.0,,,,,,6521.452406875
12141,2016-04-06,15.0,,,,,0.0,,,,,,4443.899527708333
12142,2016-04-07,24.0,,,,,0.0,,,,,,7938.131438958333
12143,2016-04-08,24.0,,,,,0.0,,,,,,8076.62730375
12144,2016-04-09,24.0,,,,,0.0,,,,,,8042.568999791667
12145,2016-04-10,24.0,,,,,0.0,,,,,,8058.925673958333
12146,2016-04-11,24.0,,,,,0.0,,,,,,8102.067825
12147,2016-04-12,24.0,,,,,0.0,,,,,,8102.515151875
12148,2016-04-13,24.0,,,,,0.0,,,,,,8112.0298
12149,2016-04-14,24.0,,,,,0.0,,,,,,8110.027328333334
12150,2016-04-15,24.0,,,,,0.0,,,,,,8125.379287708333
12151,2016-04-16,24.0,,,,,0.0,,,,,,8095.101822083333
12152,2016-04-17,24.0,,,,,0.0,,,,,,8086.27600125
12153,2016-04-18,24.0,,,,,0.0,,,,,,7337.1372833333335
12154,2016-04-19,24.0,,,,,0.0,,,,,,6979.064483333334
12155,2016-04-20,24.0,,,,,0.0,,,,,,6379.542037291667
12156,2016-04-21,24.0,,,,,0.0,,,,,,7917.067977708333
12157,2016-04-22,14.83333,,,,,0.0,,,,,,4717.996757916667
12158,2016-04-23,24.0,,,,,0.0,,,,,,7985.35255375
12159,2016-04-24,24.0,,,,,0.0,,,,,,7981.158539583334
12160,2016-04-25,24.0,,,,,0.0,,,,,,7942.594848125
12161,2016-04-26,24.0,,,,,0.0,,,,,,7940.732803541667
12162,2016-04-27,24.0,,,,,0.0,,,,,,8009.834106875
12163,2016-04-28,24.0,,,,,0.0,,,,,,8788.736099791666
12164,2016-04-29,24.0,,,,,0.0,,,,,,8767.37391625
12165,2016-04-30,24.0,,,,,0.0,,,,,,8748.901825208333
12166,2016-05-01,24.0,,,,,0.0,,,,,,8763.8002775
12167,2016-05-02,24.0,,,,,0.0,,,,,,8812.746077916667
12168,2016-05-03,24.0,,,,,0.0,,,,,,8851.765914583333
12169,2016-05-04,24.0,,,,,0.0,,,,,,8853.174041666667
12170,2016-05-05,24.0,,,,,0.0,,,,,,8871.330825833333
12171,2016-05-06,24.0,,,,,0.0,,,,,,8835.59944125
12172,2016-05-07,24.0,,,,,0.0,,,,,,8803.215195208333
12173,2016-05-08,24.0,,,,,0.0,,,,,,8791.138122916667
12174,2016-05-09,24.0,,,,,0.0,,,,,,8776.875183125
12175,2016-05-10,24.0,,,,,0.0,,,,,,8799.694381458334
12176,2016-05-11,24.0,,,,,0.0,,,,,,8779.403915625
12177,2016-05-12,24.0,,,,,0.0,,,,,,8755.659301666667
12178,2016-05-13,24.0,,,,,0.0,,,,,,8752.920685625
12179,2016-05-14,24.0,,,,,0.0,,,,,,8735.412125
12180,2016-05-15,24.0,,,,,0.0,,,,,,8715.705657291666
12181,2016-05-16,24.0,,,,,0.0,,,,,,8577.426025625
12182,2016-05-17,24.0,,,,,0.0,,,,,,8516.926620833334
12183,2016-05-18,24.0,,,,,0.0,,,,,,8488.978774583333
12184,2016-05-19,24.0,,,,,0.0,,,,,,8467.251754375
12185,2016-05-20,24.0,,,,,0.0,,,,,,8463.524383541666
12186,2016-05-21,24.0,,,,,0.0,,,,,,7582.811096875
12187,2016-05-22,24.0,,,,,0.0,,,,,,8720.228393333333
12188,2016-05-23,24.0,,,,,0.0,,,,,,8751.090957916667
12189,2016-05-24,24.0,,,,,0.0,,,,,,8761.495971458333
12190,2016-05-25,24.0,,,,,0.0,,,,,,8729.41726625
12191,2016-05-26,24.0,,,,,0.0,,,,,,8699.142104791666
12192,2016-05-27,24.0,,,,,0.0,,,,,,8704.286437916666
12193,2016-05-28,24.0,,,,,0.0,,,,,,8706.820007291666
12194,2016-05-29,24.0,,,,,0.0,,,,,,8721.033645208334
12195,2016-05-30,24.0,,,,,0.0,,,,,,8784.499893333334
12196,2016-05-31,24.0,,,,,0.0,,,,,,8705.801681041667
12197,2016-06-01,24.0,,,,,0.0,,,,,,8662.103394375
12198,2016-06-02,24.0,,,,,0.0,,,,,,8666.765319583334
12199,2016-06-03,24.0,,,,,0.0,,,,,,8654.439956458333
12200,2016-06-04,24.0,,,,,0.0,,,,,,8717.332961458333
12201,2016-06-05,24.0,,,,,0.0,,,,,,8709.088379166667
12202,2016-06-06,24.0,,,,,0.0,,,,,,8707.412688958333
12203,2016-06-07,24.0,,,,,0.0,,,,,,8681.0
12204,2016-06-08,21.08333,,,,,0.0,,,,,,7376.0
12205,2016-06-09,24.0,,,,,0.0,,,,,,8689.0
12206,2016-06-10,24.0,,,,,0.0,,,,,,8693.0
12207,2016-06-11,24.0,,,,,0.0,,,,,,8610.0
12208,2016-06-12,15.5,,,,,0.0,,,,,,5632.0
12209,2016-06-13,24.0,,,,,0.0,,,,,,8707.0
12210,2016-06-14,24.0,,,,,0.0,,,,,,8711.100219166667
12211,2016-06-15,24.0,,,,,0.0,,,,,,8727.840498541667
12212,2016-06-16,24.0,,,,,0.0,,,,,,8743.9
12213,2016-06-17,24.0,,,,,0.0,,,,,,8742.629287708334
12214,2016-06-18,24.0,,,,,0.0,,,,,,8750.902191041667
12215,2016-06-19,24.0,,,,,0.0,,,,,,8758.242034791667
12216,2016-06-20,24.0,,,,,0.0,,,,,,8760.70275875
12217,2016-06-21,24.0,,,,,0.0,,,,,,8797.458710208333
12218,2016-06-22,24.0,,,,,0.0,,,,,,8839.524154791667
12219,2016-06-23,24.0,,,,,0.0,,,,,,8794.221191875
12220,2016-06-24,24.0,,,,,0.0,,,,,,8759.514618125
12221,2016-06-25,24.0,,,,,0.0,,,,,,8726.605528541666
12222,2016-06-26,24.0,,,,,0.0,,,,,,8736.066025833334
12223,2016-06-27,24.0,,,,,0.0,,,,,,8739.359664583333
12224,2016-06-28,24.0,,,,,0.0,,,,,,8723.694153541666
12225,2016-06-29,24.0,,,,,0.0,,,,,,8735.1958775
12226,2016-06-30,24.0,,,,,0.0,,,,,,8729.161254791667
12227,2016-07-01,24.0,,,,,0.0,,,,,,8728.694825
12228,2016-07-02,24.0,,,,,0.0,,,,,,8725.3736875
12229,2016-07-03,24.0,,,,,0.0,,,,,,8717.79769875
12230,2016-07-04,24.0,,,,,0.0,,,,,,8716.044036666666
12231,2016-07-05,24.0,,,,,0.0,,,,,,8720.3
12232,2016-07-06,24.0,,,,,0.0,,,,,,8724.4
12233,2016-07-07,24.0,,,,,0.0,,,,,,8714.9
12234,2016-07-08,24.0,,,,,0.0,,,,,,8687.110183541667
12235,2016-07-09,20.16666,,,,,0.0,,,,,,7210.823460625
12236,2016-07-10,24.0,,,,,0.0,,,,,,8670.884323958333
12237,2016-07-11,22.0,,,,,0.0,,,,,,7786.588661458333
12238,2016-07-12,24.0,,,,,0.0,,,,,,8188.119720625
12239,2016-07-13,24.0,,,,,0.0,,,,,,7309.763816875
12240,2016-07-14,18.05833,,,,,0.0,,,,,,3807.3683620833335
12241,2016-07-15,0.0,,,,,0.0,,,,,,0.0
12242,2016-07-16,12.775,,,,,0.0,,,,,,4650.857414166667
12243,2016-07-17,14.05833,,,,,0.0,,,,,,4940.9281620833335
12244,2016-07-18,6.60833,,,,,0.0,,,,,,2391.2889864583335
12245,2016-07-19,24.0,,,,,0.0,,,,,,8561.0
12246,2016-07-20,24.0,,,,,0.0,,,,,,8554.0
12247,2016-07-21,24.0,,,,,0.0,,,,,,7174.0
12248,2016-07-22,0.0,,,,,0.0,,,,,,0.0
12249,2016-07-23,24.0,,,,,0.0,,,,,,1295.0
12250,2016-07-24,24.0,,,,,0.0,,,,,,8523.0
12251,2016-07-25,24.0,,,,,0.0,,,,,,8343.0
12252,2016-07-26,20.15,,,,,0.0,,,,,,6887.400101041667
12253,2016-07-27,14.33333,,,,,0.0,,,,,,2770.6496485416665
12254,2016-07-28,24.0,,,,,0.0,,,,,,7693.754043541667
12255,2016-07-29,12.0,,,,,0.0,,,,,,3970.9938222916667
12256,2016-07-30,12.5,,,,,0.0,,,,,,4588.643825416667
12257,2016-07-31,24.0,,,,,0.0,,,,,,4923.022659375
12258,2016-08-01,24.0,,,,,0.0,,,,,,3623.8825683333334
12259,2016-08-02,21.725,,,,,0.0,,,,,,7704.044976041667
12260,2016-08-03,0.0,,,,,0.0,,,,,,0.04446166666666666
12261,2016-08-04,13.85833,,,,,0.0,,,,,,2906.9920158333334
12262,2016-08-05,24.0,,,,,0.0,,,,,,5250.277892916667
12263,2016-08-06,24.0,,,,,0.0,,,,,,5312.7937775
12264,2016-08-07,24.0,,,,,0.0,,,,,,5350.133072291666
12265,2016-08-08,24.0,,,,,0.0,,,,,,5406.573852708333
12266,2016-08-09,21.0,,,,,0.0,,,,,,4413.787094375
12267,2016-08-10,24.0,,,,,0.0,,,,,,5230.482369166667
12268,2016-08-11,24.0,,,,,0.0,,,,,,5285.005248958333
12269,2016-08-12,24.0,,,,,0.0,,,,,,5328.378829791666
12270,2016-08-13,24.0,,,,,0.0,,,,,,5531.67517875
12271,2016-08-14,24.0,,,,,0.0,,,,,,5553.798118125
12272,2016-08-15,24.0,,,,,0.0,,,,,,4940.920662291666
12273,2016-08-16,24.0,,,,,0.0,,,,,,4525.324829166667
12274,2016-08-17,24.0,,,,,0.0,,,,,,4509.044105833334
12275,2016-08-18,24.0,,,,,0.0,,,,,,4492.121238958333
12276,2016-08-19,24.0,,,,,0.0,,,,,,4486.259903333334
12277,2016-08-20,24.0,,,,,0.0,,,,,,4499.296316666667
12278,2016-08-21,24.0,,,,,0.0,,,,,,4507.958892916667
12279,2016-08-22,24.0,,,,,0.0,,,,,,4482.312446041667
12280,2016-08-23,24.0,,,,,0.0,,,,,,4479.314789166667
12281,2016-08-24,24.0,,,,,0.0,,,,,,4492.808425416667
12282,2016-08-25,24.0,,,,,0.0,,,,,,4506.036026875
12283,2016-08-26,24.0,,,,,0.0,,,,,,4512.445663541666
12284,2016-08-27,24.0,,,,,0.0,,,,,,4465.572945
12285,2016-08-28,24.0,,,,,0.0,,,,,,4496.593361041667
12286,2016-08-29,24.0,,,,,0.0,,,,,,2088.957436041667
12287,2016-08-30,0.0,,,,,0.0,,,,,,0.0
12288,2016-08-31,0.0,,,,,0.0,,,,,,0.04089645833333334
12289,2016-09-01,24.0,,,,,0.0,,,,,,1938.0
12290,2016-09-02,24.0,,,,,0.0,,,,,,4514.0
