,DATEPRD,ON_STREAM_HRS,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
13649,2011-04-14,24.0,,,,,0.0,,,,,,6475.691817916667
13650,2011-04-15,24.0,,,,,0.0,,,,,,6441.608658125
13651,2011-04-16,24.0,,,,,0.0,,,,,,6458.131255625
13652,2011-04-17,24.0,,,,,0.0,,,,,,6515.818390416666
13653,2011-04-18,24.0,,,,,0.0,,,,,,6312.0
13654,2011-04-19,24.0,,,,,0.0,,,,,,6355.0
13655,2011-04-20,24.0,,,,,0.0,,,,,,6323.0
13656,2011-04-21,24.0,,,,,0.0,,,,,,5039.0
13657,2011-04-22,24.0,,,,,0.0,,,,,,6243.0
13658,2011-04-23,24.0,,,,,0.0,,,,,,6439.0
13659,2011-04-24,24.0,,,,,0.0,,,,,,6711.1
13660,2011-04-25,24.0,,,,,0.0,,,,,,6614.0
13661,2011-04-26,24.0,,,,,0.0,,,,,,6158.7094425
13662,2011-04-27,24.0,,,,,0.0,,,,,,6231.813682916667
13663,2011-04-28,24.0,,,,,0.0,,,,,,6072.416816458333
13664,2011-04-29,24.0,,,,,0.0,,,,,,5989.837203958334
13665,2011-04-30,24.0,,,,,0.0,,,,,,6048.39971125
13666,2011-05-01,24.0,,,,,0.0,,,,,,6127.88778
13667,2011-05-02,24.0,,,,,0.0,,,,,,6228.828048541666
13668,2011-05-03,24.0,,,,,0.0,,,,,,6433.099304375
13669,2011-05-04,24.0,,,,,0.0,,,,,,6218.470985416667
13670,2011-05-05,24.0,,,,,0.0,,,,,,6033.3949883333335
13671,2011-05-06,24.0,,,,,0.0,,,,,,6083.325644583333
13672,2011-05-07,24.0,,,,,0.0,,,,,,6279.723419791667
13673,2011-05-08,24.0,,,,,0.0,,,,,,6321.33531125
13674,2011-05-09,24.0,,,,,0.0,,,,,,6228.378806875
13675,2011-05-10,24.0,,,,,0.0,,,,,,6283.660691041667
13676,2011-05-11,20.83334,,,,,0.0,,,,,,5346.0
13677,2011-05-12,24.0,,,,,0.0,,,,,,6555.7917860416665
13678,2011-05-13,24.0,,,,,0.0,,,,,,6541.0340875
13679,2011-05-14,24.0,,,,,0.0,,,,,,6134.0
13680,2011-05-15,24.0,,,,,0.0,,,,,,6251.262856041667
13681,2011-05-16,24.0,,,,,0.0,,,,,,6346.342941458333
13682,2011-05-17,24.0,,,,,0.0,,,,,,6329.992553958334
13683,2011-05-18,24.0,,,,,0.0,,,,,,6422.865112083334
13684,2011-05-19,20.0,,,,,0.0,,,,,,5784.121527619048
13685,2011-05-20,24.0,,,,,0.0,,,,,,5917.30989125
13686,2011-05-21,23.66667,,,,,0.0,,,,,,4921.518478333333
13687,2011-05-22,24.0,,,,,0.0,,,,,,5231.854843125
13688,2011-05-23,24.0,,,,,0.0,,,,,,7194.456314375
13689,2011-05-24,24.0,,,,,0.0,,,,,,6090.617775
13690,2011-05-25,24.0,,,,,0.0,,,,,,6302.005920416666
13691,2011-05-26,24.0,,,,,0.0,,,,,,6458.433120833333
13692,2011-05-27,24.0,,,,,0.0,,,,,,6495.782669791667
13693,2011-05-28,24.0,,,,,0.0,,,,,,6546.737014791666
13694,2011-05-29,24.0,,,,,0.0,,,,,,6245.94657125
13695,2011-05-30,24.0,,,,,0.0,,,,,,6057.77613875
13696,2011-05-31,24.0,,,,,0.0,,,,,,6026.128959375
13697,2011-06-01,24.0,,,,,0.0,,,,,,6113.0
13698,2011-06-02,17.83334,,,,,0.0,,,,,,5673.036521891892
13699,2011-06-03,24.0,,,,,0.0,,,,,,6301.698738125
13700,2011-06-04,24.0,,,,,0.0,,,,,,6206.808578125
13701,2011-06-05,24.0,,,,,0.0,,,,,,6190.87097125
13702,2011-06-06,24.0,,,,,0.0,,,,,,6152.941864166667
13703,2011-06-07,24.0,,,,,0.0,,,,,,6143.25388375
13704,2011-06-08,24.0,,,,,0.0,,,,,,6025.11561625
13705,2011-06-09,24.0,,,,,0.0,,,,,,6055.0
13706,2011-06-10,24.0,,,,,0.0,,,,,,5811.040115416667
13707,2011-06-11,24.0,,,,,0.0,,,,,,5656.032013333333
13708,2011-06-12,24.0,,,,,0.0,,,,,,5627.078139791666
13709,2011-06-13,24.0,,,,,0.0,,,,,,5640.528549583333
13710,2011-06-14,24.0,,,,,0.0,,,,,,5661.74137875
13711,2011-06-15,24.0,,,,,0.0,,,,,,5759.554741041667
13712,2011-06-16,24.0,,,,,0.0,,,,,,5746.101455416667
13713,2011-06-17,24.0,,,,,0.0,,,,,,6276.406441041667
13714,2011-06-18,24.0,,,,,0.0,,,,,,6132.36426625
13715,2011-06-19,24.0,,,,,0.0,,,,,,5918.1390458333335
13716,2011-06-20,11.84167,,,,,0.0,,,,,,2720.0
13717,2011-06-21,0.0,,,,,0.0,,,,,,
13718,2011-06-22,0.0,,,,,0.0,,,,,,
13719,2011-06-23,0.0,,,,,0.0,,,,,,
13720,2011-06-24,0.0,,,,,0.0,,,,,,
13721,2011-06-25,0.0,,,,,0.0,,,,,,
13722,2011-06-26,0.0,,,,,0.0,,,,,,
13723,2011-06-27,0.0,,,,,0.0,,,,,,
13724,2011-06-28,0.0,,,,,0.0,,,,,,
13725,2011-06-29,0.0,,,,,0.0,,,,,,
13726,2011-06-30,0.0,,,,,0.0,,,,,,
13727,2011-07-01,21.15833,,,,,0.0,,,,,,5586.0
13728,2011-07-02,7.50834,,,,,0.0,,,,,,2306.0
13729,2011-07-03,6.5,,,,,0.0,,,,,,1690.0
13730,2011-07-04,8.84167,,,,,0.0,,,,,,2499.0
13731,2011-07-05,0.0,,,,,0.0,,,,,,
13732,2011-07-06,0.0,,,,,0.0,,,,,,
13733,2011-07-07,5.99166,,,,,0.0,,,,,,1389.0
13734,2011-07-08,16.25833,,,,,0.0,,,,,,3888.0
13735,2011-07-09,1.15833,,,,,0.0,,,,,,190.0
13736,2011-07-10,21.33333,,,,,0.0,,,,,,4346.0
13737,2011-07-11,17.84167,,,,,0.0,,,,,,4592.0
13738,2011-07-12,0.0,,,,,0.0,,,,,,
13739,2011-07-13,0.0,,,,,0.0,,,,,,
13740,2011-07-14,0.0,,,,,0.0,,,,,,
13741,2011-07-15,1.825,,,,,0.0,,,,,,503.0
13742,2011-07-16,11.175,,,,,0.0,,,,,,2935.0
13743,2011-07-17,0.0,,,,,0.0,,,,,,
13744,2011-07-18,0.0,,,,,0.0,,,,,,
13745,2011-07-19,0.83334,,,,,0.0,,,,,,75.37818
13746,2011-07-20,20.325,,,,,0.0,,,,,,5107.0
13747,2011-07-21,24.0,,,,,0.0,,,,,,6262.0
13748,2011-07-22,7.34167,,,,,0.0,,,,,,1768.0
13749,2011-07-23,0.0,,,,,0.0,,,,,,
13750,2011-07-24,0.0,,,,,0.0,,,,,,
13751,2011-07-25,17.325,,,,,0.0,,,,,,3741.0
13752,2011-07-26,20.50834,,,,,0.0,,,,,,5101.0
13753,2011-07-27,0.0,,,,,0.0,,,,,,
13754,2011-07-28,6.74167,,,,,0.0,,,,,,1527.0
13755,2011-07-29,24.0,,,,,0.0,,,,,,6221.29254875
13756,2011-07-30,1.84167,,,,,0.0,,,,,,508.0
13757,2011-07-31,0.0,,,,,0.0,,,,,,
13758,2011-08-01,0.0,,,,,0.0,,,,,,
13759,2011-08-02,0.0,,,,,0.0,,,,,,
13760,2011-08-03,0.0,,,,,0.0,,,,,,
13761,2011-08-04,5.325,,,,,0.0,,,,,,1249.0
13762,2011-08-05,24.0,,,,,0.0,,,,,,5870.1754610416665
13763,2011-08-06,21.16667,,,,,0.0,,,,,,6560.2749193023255
13764,2011-08-07,24.0,,,,,0.0,,,,,,7098.815734583333
13765,2011-08-08,24.0,,,,,0.0,,,,,,6883.141433125
13766,2011-08-09,21.33334,,,,,0.0,,,,,,5712.0
13767,2011-08-10,24.0,,,,,0.0,,,,,,6108.0
13768,2011-08-11,24.0,,,,,0.0,,,,,,5963.0
13769,2011-08-12,24.0,,,,,0.0,,,,,,5956.0
13770,2011-08-13,24.0,,,,,0.0,,,,,,5965.0
13771,2011-08-14,24.0,,,,,0.0,,,,,,5940.456848541667
13772,2011-08-15,24.0,,,,,0.0,,,,,,6012.303696458333
13773,2011-08-16,24.0,,,,,0.0,,,,,,6140.0
13774,2011-08-17,24.0,,,,,0.0,,,,,,5945.0
13775,2011-08-18,24.0,,,,,0.0,,,,,,5951.039642916667
13776,2011-08-19,24.0,,,,,0.0,,,,,,5981.0
13777,2011-08-20,24.0,,,,,0.0,,,,,,5957.692565416667
13778,2011-08-21,24.0,,,,,0.0,,,,,,5958.8
13779,2011-08-22,24.0,,,,,0.0,,,,,,5939.0
13780,2011-08-23,24.0,,,,,0.0,,,,,,5947.432525625
13781,2011-08-24,24.0,,,,,0.0,,,,,,5972.449050416667
13782,2011-08-25,23.15833,,,,,0.0,,,,,,5807.768584893617
13783,2011-08-26,21.50834,,,,,0.0,,,,,,4815.6
13784,2011-08-27,24.0,,,,,0.0,,,,,,5573.6655575
13785,2011-08-28,24.0,,,,,0.0,,,,,,5590.680236458334
13786,2011-08-29,24.0,,,,,0.0,,,,,,5543.80387125
13787,2011-08-30,24.0,,,,,0.0,,,,,,5556.0
13788,2011-08-31,24.0,,,,,0.0,,,,,,5570.471642083333
13789,2011-09-01,24.0,,,,,0.0,,,,,,5526.1437375
13790,2011-09-02,24.0,,,,,0.0,,,,,,5552.624061666666
13791,2011-09-03,24.0,,,,,0.0,,,,,,5526.318153541667
13792,2011-09-04,24.0,,,,,0.0,,,,,,5539.125647916667
13793,2011-09-05,24.0,,,,,0.0,,,,,,5764.837005416666
13794,2011-09-06,24.0,,,,,0.0,,,,,,5758.0
13795,2011-09-07,24.0,,,,,0.0,,,,,,5944.337234375
13796,2011-09-08,24.0,,,,,0.0,,,,,,6106.0
13797,2011-09-09,24.0,,,,,0.0,,,,,,6227.738815833333
13798,2011-09-10,24.0,,,,,0.0,,,,,,6179.0
13799,2011-09-11,24.0,,,,,0.0,,,,,,6071.045783958333
13800,2011-09-12,24.0,,,,,0.0,,,,,,6052.0
13801,2011-09-13,13.33333,,,,,0.0,,,,,,5980.184744642857
13802,2011-09-14,20.33334,,,,,0.0,,,,,,7680.101098809524
13803,2011-09-15,24.0,,,,,0.0,,,,,,8432.893066458333
13804,2011-09-16,12.0,,,,,0.0,,,,,,4236.8660596
13805,2011-09-17,24.0,,,,,0.0,,,,,,4762.0
13806,2011-09-18,24.0,,,,,0.0,,,,,,7750.0
13807,2011-09-19,24.0,,,,,0.0,,,,,,8012.0
13808,2011-09-20,24.0,,,,,0.0,,,,,,8103.0
13809,2011-09-21,24.0,,,,,0.0,,,,,,7192.8
13810,2011-09-22,24.0,,,,,0.0,,,,,,6494.5
13811,2011-09-23,24.0,,,,,0.0,,,,,,5945.0
13812,2011-09-24,24.0,,,,,0.0,,,,,,5825.868170833333
13813,2011-09-25,24.0,,,,,0.0,,,,,,5914.292762916667
13814,2011-09-26,24.0,,,,,0.0,,,,,,5962.3611825
13815,2011-09-27,24.0,,,,,0.0,,,,,,5984.0
13816,2011-09-28,24.0,,,,,0.0,,,,,,6030.0
13817,2011-09-29,24.0,,,,,0.0,,,,,,6059.0
13818,2011-09-30,18.83333,,,,,0.0,,,,,,5024.2
13819,2011-10-01,24.0,,,,,0.0,,,,,,6222.4
13820,2011-10-02,24.0,,,,,0.0,,,,,,6531.116165
13821,2011-10-03,24.0,,,,,0.0,,,,,,6673.2
13822,2011-10-04,24.0,,,,,0.0,,,,,,6390.805298333334
13823,2011-10-05,24.0,,,,,0.0,,,,,,6501.478805833333
13824,2011-10-06,24.0,,,,,0.0,,,,,,6434.391716041667
13825,2011-10-07,12.3,,,,,0.0,,,,,,3098.173826458333
13826,2011-10-08,10.675,,,,,0.0,,,,,,2358.641994583333
13827,2011-10-09,24.0,,,,,0.0,,,,,,6153.57846125
13828,2011-10-10,24.0,,,,,0.0,,,,,,6490.606413958333
13829,2011-10-11,24.0,,,,,0.0,,,,,,6624.294205
13830,2011-10-12,24.0,,,,,0.0,,,,,,6608.5
13831,2011-10-13,24.0,,,,,0.0,,,,,,6693.56254625
13832,2011-10-14,19.41666,,,,,0.0,,,,,,5074.3
13833,2011-10-15,22.24167,,,,,0.0,,,,,,4217.5
13834,2011-10-16,0.0,,,,,0.0,,,,,,48.548819375
13835,2011-10-17,0.0,,,,,0.0,,,,,,0.0
13836,2011-10-18,0.0,,,,,0.0,,,,,,0.0
13837,2011-10-19,0.0,,,,,0.0,,,,,,0.0
13838,2011-10-20,0.0,,,,,0.0,,,,,,0.0
13839,2011-10-21,0.0,,,,,0.0,,,,,,0.0
13840,2011-10-22,0.0,,,,,0.0,,,,,,0.0
13841,2011-10-23,0.0,,,,,0.0,,,,,,0.0
13842,2011-10-24,0.0,,,,,0.0,,,,,,0.0
13843,2011-10-25,0.0,,,,,0.0,,,,,,0.0
13844,2011-10-26,0.0,,,,,0.0,,,,,,0.0
13845,2011-10-27,0.0,,,,,0.0,,,,,,0.0
13846,2011-10-28,0.0,,,,,0.0,,,,,,0.0
13847,2011-10-29,0.0,,,,,0.0,,,,,,0.0
13848,2011-10-30,0.0,,,,,0.0,,,,,,0.0
13849,2011-10-31,0.0,,,,,0.0,,,,,,0.0
13850,2011-11-01,0.0,,,,,0.0,,,,,,0.0
13851,2011-11-02,0.0,,,,,0.0,,,,,,0.0
13852,2011-11-03,0.0,,,,,0.0,,,,,,0.0
13853,2011-11-04,0.0,,,,,0.0,,,,,,0.0
13854,2011-11-05,15.85833,,,,,0.0,,,,,,1453.1999210416666
13855,2011-11-06,24.0,,,,,0.0,,,,,,5076.191727708333
13856,2011-11-07,24.0,,,,,0.0,,,,,,6041.0
13857,2011-11-08,24.0,,,,,0.0,,,,,,6247.30047625
13858,2011-11-09,24.0,,,,,0.0,,,,,,6107.98474125
13859,2011-11-10,24.0,,,,,0.0,,,,,,6121.1
13860,2011-11-11,12.14167,,,,,0.0,,,,,,2980.2558635416667
13861,2011-11-12,15.94167,,,,,0.0,,,,,,3272.2420758333333
13862,2011-11-13,24.0,,,,,0.0,,,,,,5784.0426175
13863,2011-11-14,24.0,,,,,0.0,,,,,,5789.589973125
13864,2011-11-15,24.0,,,,,0.0,,,,,,5822.49272125
13865,2011-11-16,24.0,,,,,0.0,,,,,,5821.6489260416665
13866,2011-11-17,24.0,,,,,0.0,,,,,,5807.750236666667
13867,2011-11-18,24.0,,,,,0.0,,,,,,5740.108039791667
13868,2011-11-19,24.0,,,,,0.0,,,,,,5680.220389791667
13869,2011-11-20,24.0,,,,,0.0,,,,,,5752.7
13870,2011-11-21,24.0,,,,,0.0,,,,,,5760.2
13871,2011-11-22,24.0,,,,,0.0,,,,,,5782.5
13872,2011-11-23,24.0,,,,,0.0,,,,,,5700.9
13873,2011-11-24,23.30833,,,,,0.0,,,,,,5462.790781041666
13874,2011-11-25,0.0,,,,,0.0,,,,,,0.0
13875,2011-11-26,0.0,,,,,0.0,,,,,,0.0
13876,2011-11-27,0.275,,,,,0.0,,,,,,89.2606275
13877,2011-11-28,22.83333,,,,,0.0,,,,,,5194.5903170833335
13878,2011-11-29,1.05833,,,,,0.0,,,,,,238.489145625
13879,2011-11-30,0.0,,,,,0.0,,,,,,0.0
13880,2011-12-01,0.0,,,,,0.0,,,,,,0.0
13881,2011-12-02,19.19167,,,,,0.0,,,,,,4587.1
13882,2011-12-03,0.0,,,,,0.0,,,,,,0.0
13883,2011-12-04,0.0,,,,,0.0,,,,,,45.386961666666664
13884,2011-12-05,16.525,,,,,0.0,,,,,,4072.1
13885,2011-12-06,4.64167,,,,,0.0,,,,,,1182.7
13886,2011-12-07,18.85833,,,,,0.0,,,,,,4287.111943125
13887,2011-12-08,14.30833,,,,,0.0,,,,,,3463.5804852083334
13888,2011-12-09,0.0,,,,,0.0,,,,,,0.0
13889,2011-12-10,7.19166,,,,,0.0,,,,,,1292.62419625
13890,2011-12-11,24.0,,,,,0.0,,,,,,5980.957801875
13891,2011-12-12,24.0,,,,,0.0,,,,,,6184.476944375
13892,2011-12-13,4.30833,,,,,0.0,,,,,,1148.0
13893,2011-12-14,1.025,,,,,0.0,,,,,,234.0
13894,2011-12-15,24.0,,,,,0.0,,,,,,5958.0
13895,2011-12-16,24.0,,,,,0.0,,,,,,6018.0
13896,2011-12-17,21.30833,,,,,0.0,,,,,,5286.0
13897,2011-12-18,16.525,,,,,0.0,,,,,,3840.025365625
13898,2011-12-19,24.0,,,,,0.0,,,,,,5788.0
13899,2011-12-20,24.0,,,,,0.0,,,,,,5741.9
13900,2011-12-21,24.0,,,,,0.0,,,,,,5736.828078541666
13901,2011-12-22,24.0,,,,,0.0,,,,,,6073.0
13902,2011-12-23,24.0,,,,,0.0,,,,,,6371.746353333333
13903,2011-12-24,18.475,,,,,0.0,,,,,,4779.480875625
13904,2011-12-25,0.0,,,,,0.0,,,,,,54.799771041666666
13905,2011-12-26,0.0,,,,,0.0,,,,,,56.854401458333335
13906,2011-12-27,19.44168,,,,,0.0,,,,,,3989.5981789583334
13907,2011-12-28,10.475,,,,,0.0,,,,,,2607.2
13908,2011-12-29,2.525,,,,,0.0,,,,,,435.0
13909,2011-12-30,24.0,,,,,0.0,,,,,,5832.501037708334
13910,2011-12-31,24.0,,,,,0.0,,,,,,5713.3
13911,2012-01-01,24.0,,,,,0.0,,,,,,5730.0
13912,2012-01-02,24.0,,,,,0.0,,,,,,5645.819042708334
13913,2012-01-03,11.225,,,,,0.0,,,,,,0.0
13914,2012-01-04,0.0,,,,,0.0,,,,,,0.0
13915,2012-01-05,0.0,,,,,0.0,,,,,,0.0
13916,2012-01-06,0.0,,,,,0.0,,,,,,0.0
13917,2012-01-07,0.0,,,,,0.0,,,,,,0.0
13918,2012-01-08,0.0,,,,,0.0,,,,,,0.0
13919,2012-01-09,0.0,,,,,0.0,,,,,,0.0
13920,2012-01-10,0.0,,,,,0.0,,,,,,0.0
13921,2012-01-11,0.0,,,,,0.0,,,,,,0.0
13922,2012-01-12,0.0,,,,,0.0,,,,,,0.0
13923,2012-01-13,0.0,,,,,0.0,,,,,,0.0
13924,2012-01-14,4.025,,,,,0.0,,,,,,568.668303125
13925,2012-01-15,24.0,,,,,0.0,,,,,,5383.67123375
13926,2012-01-16,24.0,,,,,0.0,,,,,,5969.543503333333
13927,2012-01-17,24.0,,,,,0.0,,,,,,7052.704925208333
13928,2012-01-18,24.0,,,,,0.0,,,,,,7982.591598541667
13929,2012-01-19,24.0,,,,,0.0,,,,,,6980.754616041667
13930,2012-01-20,24.0,,,,,0.0,,,,,,5582.2819022916665
13931,2012-01-21,13.175,,,,,0.0,,,,,,2477.7580110416666
13932,2012-01-22,17.49166,,,,,0.0,,,,,,4657.96476625
13933,2012-01-23,13.33333,,,,,0.0,,,,,,4347.741814166667
13934,2012-01-24,24.0,,,,,0.0,,,,,,7164.993316666667
13935,2012-01-25,16.175,,,,,0.0,,,,,,4132.666575
13936,2012-01-26,15.15833,,,,,0.0,,,,,,1341.7817779166667
13937,2012-01-27,21.41667,,,,,0.0,,,,,,4057.096700625
13938,2012-01-28,24.0,,,,,0.0,,,,,,6004.314430208334
13939,2012-01-29,24.0,,,,,0.0,,,,,,4785.667968958333
13940,2012-01-30,24.0,,,,,0.0,,,,,,3127.3214110416666
13941,2012-01-31,24.0,,,,,0.0,,,,,,3151.907837083333
13942,2012-02-01,24.0,,,,,0.0,,,,,,4578.0
13943,2012-02-02,24.0,,,,,0.0,,,,,,4910.773552083333
13944,2012-02-03,24.0,,,,,0.0,,,,,,6014.0
13945,2012-02-04,24.0,,,,,0.0,,,,,,6253.0
13946,2012-02-05,24.0,,,,,0.0,,,,,,5208.59663375
13947,2012-02-06,24.0,,,,,0.0,,,,,,4618.335144583333
13948,2012-02-07,24.0,,,,,0.0,,,,,,4922.538681875
13949,2012-02-08,24.0,,,,,0.0,,,,,,4953.9
13950,2012-02-09,19.33333,,,,,0.0,,,,,,4085.0
13951,2012-02-10,23.58333,,,,,0.0,,,,,,6698.582428125
13952,2012-02-11,24.0,,,,,0.0,,,,,,6419.292305416667
13953,2012-02-12,24.0,,,,,0.0,,,,,,4805.555732291667
13954,2012-02-13,24.0,,,,,0.0,,,,,,4809.068352916666
13955,2012-02-14,24.0,,,,,0.0,,,,,,4788.959266875
13956,2012-02-15,24.0,,,,,0.0,,,,,,4791.464439166667
13957,2012-02-16,24.0,,,,,0.0,,,,,,4757.720680416666
13958,2012-02-17,24.0,,,,,0.0,,,,,,4798.997810625
13959,2012-02-18,24.0,,,,,0.0,,,,,,4788.93477625
13960,2012-02-19,24.0,,,,,0.0,,,,,,4694.842125
13961,2012-02-20,24.0,,,,,0.0,,,,,,4612.8744283333335
13962,2012-02-21,24.0,,,,,0.0,,,,,,4666.28421
13963,2012-02-22,24.0,,,,,0.0,,,,,,4729.974022083334
13964,2012-02-23,24.0,,,,,0.0,,,,,,4770.96647625
13965,2012-02-24,24.0,,,,,0.0,,,,,,4778.3
13966,2012-02-25,24.0,,,,,0.0,,,,,,4728.6
13967,2012-02-26,24.0,,,,,0.0,,,,,,4762.6
13968,2012-02-27,24.0,,,,,0.0,,,,,,4745.456833333334
13969,2012-02-28,24.0,,,,,0.0,,,,,,4750.886291875
13970,2012-02-29,24.0,,,,,0.0,,,,,,4733.6291575
13971,2012-03-01,24.0,,,,,0.0,,,,,,4556.4741745833335
13972,2012-03-02,24.0,,,,,0.0,,,,,,4645.019554166666
13973,2012-03-03,24.0,,,,,0.0,,,,,,4688.0553058333335
13974,2012-03-04,24.0,,,,,0.0,,,,,,4676.623398125
13975,2012-03-05,24.0,,,,,0.0,,,,,,4672.084090625
13976,2012-03-06,24.0,,,,,0.0,,,,,,4513.0
13977,2012-03-07,24.0,,,,,0.0,,,,,,4449.0
13978,2012-03-08,24.0,,,,,0.0,,,,,,4520.0
13979,2012-03-09,24.0,,,,,0.0,,,,,,4701.0
13980,2012-03-10,24.0,,,,,0.0,,,,,,4756.0
13981,2012-03-11,24.0,,,,,0.0,,,,,,4773.0
13982,2012-03-12,24.0,,,,,0.0,,,,,,4777.0
13983,2012-03-13,21.58334,,,,,0.0,,,,,,4213.045358958333
13984,2012-03-14,24.0,,,,,0.0,,,,,,4678.649100625
13985,2012-03-15,22.58333,,,,,0.0,,,,,,4672.157908958333
13986,2012-03-16,24.0,,,,,0.0,,,,,,5482.66753375
13987,2012-03-17,24.0,,,,,0.0,,,,,,4876.8333670833335
13988,2012-03-18,24.0,,,,,0.0,,,,,,4881.0
13989,2012-03-19,24.0,,,,,0.0,,,,,,4079.677543125
13990,2012-03-20,24.0,,,,,0.0,,,,,,5155.611870208333
13991,2012-03-21,24.0,,,,,0.0,,,,,,5320.839080208333
13992,2012-03-22,24.0,,,,,0.0,,,,,,5298.66449
13993,2012-03-23,24.0,,,,,0.0,,,,,,4922.962921041667
13994,2012-03-24,24.0,,,,,0.0,,,,,,4460.421669583333
13995,2012-03-25,21.04167,,,,,0.0,,,,,,4298.797156521739
13996,2012-03-26,24.0,,,,,0.0,,,,,,3821.7700570833335
13997,2012-03-27,24.0,,,,,0.0,,,,,,4004.4122847916665
13998,2012-03-28,24.0,,,,,0.0,,,,,,5249.516524375
13999,2012-03-29,24.0,,,,,0.0,,,,,,4094.169303125
14000,2012-03-30,24.0,,,,,0.0,,,,,,4895.109657083333
14001,2012-03-31,24.0,,,,,0.0,,,,,,4767.749443958333
14002,2012-04-01,24.0,,,,,0.0,,,,,,4861.016952916667
14003,2012-04-02,24.0,,,,,0.0,,,,,,4905.403481041667
14004,2012-04-03,24.0,,,,,0.0,,,,,,4868.976288333333
14005,2012-04-04,24.0,,,,,0.0,,,,,,5094.447861041666
14006,2012-04-05,24.0,,,,,0.0,,,,,,5201.097321041667
14007,2012-04-06,24.0,,,,,0.0,,,,,,4997.482589166667
14008,2012-04-07,24.0,,,,,0.0,,,,,,5189.067664166667
14009,2012-04-08,24.0,,,,,0.0,,,,,,5111.34730625
14010,2012-04-09,24.0,,,,,0.0,,,,,,5126.500731875
14011,2012-04-10,24.0,,,,,0.0,,,,,,5103.010840416667
14012,2012-04-11,24.0,,,,,0.0,,,,,,5207.735741041667
14013,2012-04-12,24.0,,,,,0.0,,,,,,5244.898353541666
14014,2012-04-13,24.0,,,,,0.0,,,,,,5228.057258333333
14015,2012-04-14,24.0,,,,,0.0,,,,,,5247.331604375
14016,2012-04-15,24.0,,,,,0.0,,,,,,5272.471290416666
14017,2012-04-16,24.0,,,,,0.0,,,,,,5263.151801875
14018,2012-04-17,24.0,,,,,0.0,,,,,,5242.7652429166665
14019,2012-04-18,24.0,,,,,0.0,,,,,,5435.3092729166665
14020,2012-04-19,24.0,,,,,0.0,,,,,,4561.0
14021,2012-04-20,24.0,,,,,0.0,,,,,,5447.7319875
14022,2012-04-21,24.0,,,,,0.0,,,,,,3913.271056875
14023,2012-04-22,24.0,,,,,0.0,,,,,,5469.285781875
14024,2012-04-23,24.0,,,,,0.0,,,,,,5399.0
14025,2012-04-24,24.0,,,,,0.0,,,,,,5453.1547164583335
14026,2012-04-25,24.0,,,,,0.0,,,,,,3963.5458072916667
14027,2012-04-26,24.0,,,,,0.0,,,,,,5572.809867916667
14028,2012-04-27,24.0,,,,,0.0,,,,,,5767.3140025
14029,2012-04-28,24.0,,,,,0.0,,,,,,5120.36288375
14030,2012-04-29,24.0,,,,,0.0,,,,,,4055.0870589583333
14031,2012-04-30,24.0,,,,,0.0,,,,,,5591.076095833333
14032,2012-05-01,24.0,,,,,0.0,,,,,,5741.378677916667
14033,2012-05-02,24.0,,,,,0.0,,,,,,5684.9331285416665
14034,2012-05-03,24.0,,,,,0.0,,,,,,4561.144836666666
14035,2012-05-04,24.0,,,,,0.0,,,,,,3791.6679991666665
14036,2012-05-05,24.0,,,,,0.0,,,,,,4525.938110625
14037,2012-05-06,24.0,,,,,0.0,,,,,,5472.827743541667
14038,2012-05-07,24.0,,,,,0.0,,,,,,5412.739249583334
14039,2012-05-08,24.0,,,,,0.0,,,,,,4092.8096620833335
14040,2012-05-09,24.0,,,,,0.0,,,,,,3400.3
14041,2012-05-10,24.0,,,,,0.0,,,,,,6371.7
14042,2012-05-11,17.5,,,,,0.0,,,,,,5476.1
14043,2012-05-12,24.0,,,,,0.0,,,,,,5900.9
14044,2012-05-13,24.0,,,,,0.0,,,,,,5826.9
14045,2012-05-14,24.0,,,,,0.0,,,,,,5665.5
14046,2012-05-15,24.0,,,,,0.0,,,,,,5270.849845625
14047,2012-05-16,24.0,,,,,0.0,,,,,,5253.238334791667
14048,2012-05-17,24.0,,,,,0.0,,,,,,5236.417190416667
14049,2012-05-18,24.0,,,,,0.0,,,,,,5125.620148125
14050,2012-05-19,24.0,,,,,0.0,,,,,,4427.60031875
14051,2012-05-20,24.0,,,,,0.0,,,,,,4461.249259583334
14052,2012-05-21,24.0,,,,,0.0,,,,,,5663.29063375
14053,2012-05-22,18.83334,,,,,0.0,,,,,,4304.071861041667
14054,2012-05-23,24.0,,,,,0.0,,,,,,5544.78778875
14055,2012-05-24,24.0,,,,,0.0,,,,,,4179.856155
14056,2012-05-25,24.0,,,,,0.0,,,,,,3994.536484375
14057,2012-05-26,24.0,,,,,0.0,,,,,,5520.227127291667
14058,2012-05-27,24.0,,,,,0.0,,,,,,5704.326584166667
14059,2012-05-28,24.0,,,,,0.0,,,,,,5765.8373797916665
14060,2012-05-29,24.0,,,,,0.0,,,,,,4368.890273541667
14061,2012-05-30,24.0,,,,,0.0,,,,,,5480.16899875
14062,2012-05-31,24.0,,,,,0.0,,,,,,5533.639801041667
