,DATEPRD,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
2018,2015-07-07,266.91772104166665,99.53994,236.41372229166666,100.0,30.50399875,1.9265625,229.25,33579.42,3292.79
2019,2015-07-08,266.912515625,99.53994,236.39277854166667,100.0,30.519737083333332,1.9278083333333333,226.43,33360.62,3071.6
2020,2015-07-09,266.90220208333335,99.53692645833334,236.40685208333332,100.0,30.49535,1.926974375,224.74,32997.35,2958.66
2021,2015-07-10,266.8862080851064,99.53190042553192,236.40506212765956,97.91666666666667,30.48114595744681,1.9231010638297872,217.63,31908.45,2934.34
2022,2015-07-11,266.86705520833334,99.52854425531915,236.4542692508865,97.91666666666667,30.412785957446808,1.866301489361702,214.0,31738.65,2895.52
2023,2015-07-12,266.85495729166666,99.5285,236.425770625,100.0,30.429186666666666,1.8613883333333334,217.93,32053.21,2913.97
2024,2015-07-13,266.8231983333333,99.5285,236.35676208333334,100.0,30.46643625,1.9194116666666667,230.04,33920.52,3030.43
2025,2015-07-14,266.82668333333334,99.5285,236.36594416666668,100.0,30.460739166666666,1.8988902083333334,226.32,33375.55,2997.06
2026,2015-07-15,266.830838125,99.5285,236.35219354166668,100.0,30.478644583333335,1.9162739583333332,223.37,32999.87,2939.28
2027,2015-07-16,266.816419375,99.5285,236.34730458333334,100.0,30.469114791666666,1.9057997916666667,220.64,32595.51,2927.52
2028,2015-07-17,266.7923714583333,99.5279375,236.41193375,100.0,30.380437708333332,1.8483041666666666,218.99,32368.03,2925.9
2029,2015-07-18,266.79827708333335,99.52089583333333,236.40721666666667,100.0,30.391060416666665,1.8223510416666666,218.66,32686.87,3122.75
2030,2015-07-19,266.83122625,99.51934,236.41019291666666,100.0,30.421033333333334,1.8628925,215.45,32332.28,3157.19
2031,2015-07-20,266.865219375,99.51934,236.46408770833332,100.0,30.401131666666668,1.8384852083333334,213.78,31982.69,3133.24
2032,2015-07-21,266.8832120833333,99.51934,236.491121875,100.0,30.392090208333332,1.8382610416666667,215.67,32366.68,3152.34
2033,2015-07-22,266.91316166666667,99.51934,236.45969416666668,100.0,30.4534675,1.8921441666666667,217.6,33091.83,3155.3
2034,2015-07-23,266.91687083333335,99.51453916666667,236.49408208333332,100.0,30.42278875,1.865623125,217.68,32893.24,3150.12
2035,2015-07-24,266.90251375,99.50794041666667,236.466790625,100.0,30.435723125,1.8764566666666667,215.49,32454.35,3165.9
2036,2015-07-25,266.905861875,99.5079,236.45597791666665,100.0,30.449883958333334,1.8866133333333333,213.27,32133.08,3151.35
2037,2015-07-26,266.903401875,99.50583770833333,236.47106729166666,100.0,30.432334583333333,1.8649154166666666,210.61,31633.5,3141.38
2038,2015-07-27,266.88617416666665,99.49908083333334,236.45149541666666,100.0,30.43467875,1.8701754166666666,208.91,31383.36,3143.59
