,DATEPRD,NPD_WELL_BORE_NAME,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,BORE_WI_VOL
5708,2010-02-27,15/9-F-14,251.2877470773099,106.32861078661435,191.87734186408662,39.41236552631579,59.41040521322328,28.449663758500677,89.2307432960866,1630.02,227261.56,2474.42,
5709,2010-03-02,15/9-F-14,279.67937399842623,102.80330453652459,178.16601314793442,7.91389,101.51336085049181,76.57354725836066,12.134665158360656,51.61,3684.87,31.04,
5710,2010-03-03,15/9-F-14,252.14321808510638,106.13431680851063,188.59519468085105,38.44253042553191,63.54802340425532,31.23599319148936,82.91282595744681,2114.14,291748.79,2110.01,
5711,2010-03-04,15/9-F-14,247.4146585060376,106.2480783500925,186.97057691341743,40.985750208333336,60.444081592620165,27.959868913281383,89.21926883383206,2332.95,322809.68,1966.81,
5712,2010-03-05,15/9-F-14,244.44574791666668,106.2679075,185.90380583333334,43.07370958333333,58.54194208333333,25.663469583333335,89.340886875,2475.08,341962.9,2141.58,
5713,2010-03-06,15/9-F-14,244.46063561498232,106.26336384957169,185.19409059642734,41.36151465116279,59.266545018554986,26.603943324048693,88.41124434094303,2079.02,286933.52,1840.75,
5714,2010-03-08,15/9-F-14,248.9366394231426,105.97460857540676,184.76926197024736,37.2550432,64.16737745289524,31.562705879122344,80.31029537037593,1151.8,159842.09,746.82,
5715,2010-03-09,15/9-F-14,244.020185,106.27570375,184.43989479166666,42.28963770833333,59.58029020833333,26.735780833333333,89.23775041666667,2406.83,331941.06,2575.17,
5716,2010-03-10,15/9-F-14,242.90825583333333,106.26686333333333,183.48276354166666,42.239920833333336,59.425492291666664,26.629664166666668,89.451894375,2353.48,324892.56,2029.42,
5717,2010-03-11,15/9-F-14,243.73854832905025,106.24403233245418,183.39971401183774,39.95633291666667,60.33883431721248,27.62401692158505,88.61789760358242,2412.87,334738.39,2137.27,
5718,2010-03-12,15/9-F-14,251.86587089139312,106.10490179243219,185.5115379880138,30.612714222222223,66.35433290337932,33.616143717632184,81.35957768203679,2035.34,288250.75,1671.35,
5719,2010-03-13,15/9-F-14,239.66761319148935,106.2792855319149,183.30120510638298,43.45385208333333,56.366408085106386,23.40332021276596,89.47860531914894,2651.61,382979.15,2403.79,
5720,2010-03-14,15/9-F-14,239.39903979166667,106.32872479166667,184.15195208333333,46.103766875,55.24708770833333,22.24929291666667,89.16545729166667,2682.95,383733.68,2516.72,
5721,2010-03-15,15/9-F-14,241.30736520833332,106.325851875,184.62064354166668,44.316175,56.686721666666664,23.812407708333332,89.7464225,2551.43,360311.81,2929.68,
5722,2010-03-16,15/9-F-14,243.61457666666666,106.3179175,185.099485,42.54006104166667,58.51509166666666,25.696933958333332,89.63972645833333,2443.69,346536.72,2514.63,
5723,2010-03-17,15/9-F-14,244.47409354166666,106.30932895833334,185.509355,41.93866375,58.96473854166667,26.19894625,88.92377458333333,2363.55,330494.63,2707.64,
5724,2010-03-18,15/9-F-14,243.128516875,106.29841520833334,185.23163791666667,42.64224541666667,57.89687895833333,25.014584583333335,88.238936875,2302.63,336306.51,2355.55,
5725,2010-03-19,15/9-F-14,242.344761875,106.28730395833334,184.85507270833332,42.677826458333335,57.489689166666665,24.344695416666667,87.249708125,2275.39,318025.91,2039.45,
5726,2010-03-20,15/9-F-14,241.64494083333332,106.27946333333334,184.38850770833332,42.7358275,57.256433125,24.119317083333332,88.91318520833333,2251.88,314261.45,2036.45,
5727,2010-03-21,15/9-F-14,240.82297125,106.27297375,183.97239458333334,42.770594375,56.85057666666667,23.727220833333334,89.55625479166666,2220.6,309661.36,2031.36,
5728,2010-03-22,15/9-F-14,238.61804354166668,106.27817166666667,183.74264916666667,45.04113625,54.875394375,21.6185225,88.50821770833333,2650.03,370156.14,2364.9,
5729,2010-03-23,15/9-F-14,235.97377,106.3082925,183.635305,48.26827458333333,52.338465,18.904521041666666,89.141555,2763.87,391352.4,2744.65,
5730,2010-03-24,15/9-F-14,236.84076645833332,106.321161875,184.08739770833333,47.668794166666665,52.75336875,19.373776666666668,87.89841770833333,2723.29,384920.14,2563.73,
5731,2010-03-25,15/9-F-14,237.291771875,106.33325354166666,184.50944041666668,47.665281875,52.78233145833333,19.339485416666665,87.83805666666666,2710.55,382931.93,2632.92,
5732,2010-03-26,15/9-F-14,238.49727708333333,106.340011875,184.94373166666668,46.88428020833334,53.553545416666665,20.133738333333334,86.82194625,2607.98,368334.37,2647.59,
5733,2010-03-27,15/9-F-14,239.16599270833333,106.34588958333333,185.27799375,46.515119166666665,53.887998958333334,20.455441458333333,88.29758520833333,2538.52,359368.76,2546.04,
5734,2010-03-28,15/9-F-14,239.7742759090909,106.35765431818182,185.6846459090909,45.70987456521739,54.08963,20.642884090909092,89.24529909090909,2372.26,334871.43,2456.03,
5735,2010-03-29,15/9-F-14,240.441418125,106.36575958333333,186.0540175,46.67963354166667,54.387400625,20.932380833333333,89.95929583333333,2380.49,336591.37,2496.2,
5736,2010-03-30,15/9-F-14,242.177021875,106.35990875,186.42994479166666,45.17448104166667,55.74707708333333,22.368583958333332,87.89962583333333,2555.35,363966.9,2556.96,
5737,2010-03-31,15/9-F-14,242.62603,106.36514191489361,186.84010829787235,44.145559375,55.78592170212766,22.34855829787234,87.41716914893617,2530.06,360196.09,2766.34,
5738,2010-04-01,15/9-F-14,270.79869095514755,103.85414281068853,215.27503773167214,5.294674,55.52365322347541,19.21793392609836,43.17654620918033,0.0,0.0,0.0,
5739,2010-04-02,15/9-F-14,249.6686918394143,105.91124664379336,195.52158398595003,35.25644714285714,54.14710785346425,23.09241746342568,75.84741169487818,805.18,116946.9,817.6,
5740,2010-04-03,15/9-F-14,245.9181375496864,106.35018061255697,188.0258771651465,42.41543,57.89226038453989,24.5744956501941,86.36622404453027,2329.4,327884.14,2458.74,
5741,2010-04-04,15/9-F-14,243.646035625,106.40658395833333,188.12494958333335,45.92970354166667,55.52108604166666,22.213210416666666,88.61943416666666,2649.88,372779.09,2812.37,
5742,2010-04-05,15/9-F-14,244.66048893617022,106.41792425531915,188.48367829787233,44.419586458333335,56.17681063829787,22.959958936170214,89.29260255319149,2592.21,366142.18,2694.23,
5743,2010-04-06,15/9-F-14,245.686086875,106.420130625,188.75576395833335,44.62283583333333,56.93032291666667,23.747151041666665,87.616963125,2569.99,364122.63,2625.16,
5744,2010-04-07,15/9-F-14,246.05004208333332,106.42892666666667,188.988361875,44.61910875,57.061680208333335,23.804839166666667,89.83820625,2567.23,364373.14,2832.17,
5745,2010-04-08,15/9-F-14,247.13633854166667,106.43289020833333,189.30053020833333,43.979726041666666,57.83580833333333,24.6347675,90.65050791666667,2639.66,375786.26,2659.4,
5746,2010-04-09,15/9-F-14,248.221621875,106.42064104166667,189.33456770833334,43.052640833333335,58.887054166666665,25.771808125,90.80313958333333,2594.12,364622.26,2459.18,
5747,2010-04-10,15/9-F-14,247.491640625,106.39641583333334,188.73843333333335,42.748487708333336,58.75320729166667,25.690335208333334,90.616705625,2574.89,359872.05,2477.55,
5748,2010-04-11,15/9-F-14,246.80534395833334,106.38173333333333,188.380495625,42.691670625,58.42484833333334,25.405570208333334,90.25517541666666,2548.68,356321.96,2401.55,
5749,2010-04-12,15/9-F-14,244.75149229166666,106.37822375,187.90622145833333,43.89416229166667,56.84527083333333,23.724840625,90.52870958333334,2589.88,362544.04,2447.96,
5750,2010-04-13,15/9-F-14,243.24158708333334,106.35666020833334,187.0216,44.26394895833333,56.219987083333336,23.106786666666668,90.42058041666667,2581.96,362655.22,2477.63,
5751,2010-04-14,15/9-F-14,242.26480645833334,106.342269375,186.34049583333334,44.28605354166667,55.924310625,22.82103875,90.36354270833333,2471.34,343955.47,2054.28,
5752,2010-04-15,15/9-F-14,241.51665083333333,106.33125666666666,185.69079333333335,44.166538125,55.8258575,22.737955416666665,90.31281354166667,2438.81,340726.46,2585.23,
5753,2010-04-16,15/9-F-14,240.28454020833334,106.327613125,185.07612541666666,44.61248770833333,55.20841479166667,22.1027925,89.91175833333334,2428.33,339139.22,2556.13,
5754,2010-04-17,15/9-F-14,241.2822512951602,106.30350312610331,184.69283740181535,42.21623541666666,56.58941389334484,23.53157536095791,88.45999269214896,2276.94,318135.05,2570.24,
5755,2010-04-18,15/9-F-14,238.06549208333334,106.31972520833334,183.79824645833332,45.676420625,54.267245625,21.06727875,89.71559833333333,2521.84,351073.08,2564.96,
5756,2010-04-19,15/9-F-14,236.85549458333332,106.31647083333333,183.13655666666668,46.197078958333336,53.71893791666667,20.537974166666668,89.43696270833334,2487.4,353646.98,2693.93,
5757,2010-04-20,15/9-F-14,235.29214208333335,106.307450625,182.491001875,46.983061875,52.80114020833334,19.593567916666668,88.708655,2345.28,325928.07,1823.37,
5758,2010-04-21,15/9-F-14,234.26195375,106.301703125,181.81667041666665,47.15139229166667,52.445283333333336,19.253095416666667,89.49207979166667,2727.02,378875.37,2430.84,
5759,2010-04-22,15/9-F-14,233.988531875,106.27939791666667,181.18046208333334,46.1631425,52.80806979166667,19.682061041666667,89.200221875,2674.99,372845.54,2282.69,
5760,2010-04-23,15/9-F-14,233.61774708333334,106.28743625,181.090935625,46.16864145833333,52.526811458333334,19.432229791666668,89.41464375,2632.77,377052.69,2252.02,
5761,2010-04-24,15/9-F-14,232.11583604166665,106.33618354166667,182.305595625,52.598152291666665,49.810240416666666,16.356252291666667,89.00566270833333,2656.07,379250.25,2359.74,
5762,2010-04-25,15/9-F-14,231.335505,106.401721875,183.40461875,58.578608125,47.93088625,13.905250416666666,88.74479958333333,2788.46,384677.3,2608.4,
5763,2010-04-26,15/9-F-14,238.468001875,106.34663854166666,184.07950979166668,49.44662041666667,54.38849208333333,20.65988395833333,88.72266729166667,2235.18,319314.57,2082.29,
5764,2010-04-27,15/9-F-14,232.121239375,106.45568375,185.22636145833334,61.31323104166667,46.894877916666665,13.078923333333334,90.29942520833333,3115.25,442143.39,2796.42,
5765,2010-04-28,15/9-F-14,240.66509145833334,106.427713125,185.87050145833334,50.10381104166667,54.79459,21.023010208333332,88.14327166666666,2329.56,333190.64,1941.66,
5766,2010-04-29,15/9-F-14,238.09951020833333,106.427841875,186.58706583333333,55.08779020833333,51.512444375,17.685892916666667,89.71511979166667,2704.27,385619.31,2370.42,
5767,2010-04-30,15/9-F-14,234.78032020833334,106.50636895833334,187.15959270833332,61.248712708333336,47.6207275,13.756738541666667,90.69427583333334,3159.22,448847.16,2729.15,
5768,2010-05-01,15/9-F-14,235.37167895833332,106.52404958333334,187.628423125,60.896343125,47.743255833333336,14.145545625,90.71480458333333,3149.16,447855.25,2713.11,
5769,2010-05-02,15/9-F-14,236.3676975,106.53193916666666,188.012641875,59.358246666666666,48.355055625,14.792742083333334,90.807685,3120.6,442383.61,2652.35,
5770,2010-05-03,15/9-F-14,236.41840604166666,106.52909291666667,188.0041575,59.3319225,48.414248541666666,14.855715625,90.71370291666666,3126.64,441909.62,2651.94,
5771,2010-05-04,15/9-F-14,236.684815625,106.53247583333334,188.19453,59.23650083333333,48.490285625,14.932227708333333,90.7066175,2999.43,425496.49,2431.99,
5772,2010-05-05,15/9-F-14,237.13440354166667,106.54181416666667,188.56603604166668,59.116499166666664,48.5683675,14.997953958333333,90.99649395833333,3069.97,432818.08,2783.13,
5773,2010-05-06,15/9-F-14,236.95486854166666,106.55394416666667,189.05955895833333,61.463805,47.895309583333336,14.301419583333333,90.10630333333333,3135.62,444230.83,2614.74,
5774,2010-05-07,15/9-F-14,236.97229333333334,106.570943125,189.53031770833334,63.29177958333333,47.441975625,13.814042291666667,90.82809729166667,3180.69,451352.62,2885.57,
5775,2010-05-08,15/9-F-14,237.45320416666667,106.579866875,189.95178916666666,63.2655675,47.501415,13.864274791666666,91.348904375,3165.64,449545.58,2939.23,
5776,2010-05-09,15/9-F-14,237.93055395833332,106.58651416666666,190.37542270833333,63.18110458333334,47.55513125,13.910798333333334,91.08819354166667,3153.14,447430.63,2927.32,
5777,2010-05-10,15/9-F-14,238.39276104166666,106.59357083333333,190.8202275,63.169242708333336,47.572533541666665,13.933185208333333,90.76356520833333,2832.32,402525.76,2779.43,
5778,2010-05-11,15/9-F-14,238.56289229166666,106.60411416666666,191.27422583333333,64.41199541666667,47.28866645833333,13.625050625,91.20804729166667,2840.84,403412.75,2783.22,
5779,2010-05-12,15/9-F-14,238.938356875,106.614538125,191.75181166666667,64.95312458333333,47.186545208333335,13.576384375,91.38300375,2819.18,388630.98,2785.05,
5780,2010-05-13,15/9-F-14,242.15711149938983,106.57829964336204,193.03996973323805,59.090224761904764,49.117141766151775,15.82658734207482,88.90163801545818,2233.43,321080.8,2119.03,
5781,2010-05-14,15/9-F-14,240.03032375,106.63791145833333,193.05569770833333,65.33195479166666,46.97462604166667,13.618115833333333,90.46287875,2805.15,402508.65,2648.69,
5782,2010-05-15,15/9-F-14,240.2774785106383,106.64795723404255,193.45804489361703,65.25190145833334,46.819433617021275,13.428405744680852,91.4266040425532,2824.14,403614.57,2778.74,
5783,2010-05-16,15/9-F-14,240.652215,106.65782583333333,193.87928770833332,67.27157020833333,46.77292729166667,13.352004166666667,91.94175958333334,2817.07,402721.5,2633.91,
5784,2010-05-17,15/9-F-14,240.92758208333333,106.669651875,194.39474604166668,69.335794375,46.53283604166667,13.0998925,92.03208166666667,2831.56,404825.38,2945.57,
5785,2010-05-18,15/9-F-14,241.32687125,106.68040916666666,194.878065,70.25032270833333,46.44880625,13.009493958333334,92.16699354166667,2834.19,404854.08,3202.2,
5786,2010-05-19,15/9-F-14,241.96375958333334,106.68667791666667,195.296425625,68.7334225,46.66733395833333,13.252198125,92.08355479166667,2849.42,407374.39,3049.57,
5787,2010-05-20,15/9-F-14,242.49187145833332,106.69272645833334,195.68360229166666,67.986588125,46.80826916666667,13.380477083333334,92.352618125,2825.13,403710.79,2976.1,
5788,2010-05-21,15/9-F-14,242.92923645833332,106.70068104166667,196.10248895833334,68.172224375,46.8267475,13.392231041666667,92.28545166666666,2812.28,403047.36,2857.42,
5789,2010-05-22,15/9-F-14,243.45142895833334,106.70821666666667,196.59738708333333,68.1247275,46.854041875,13.418172291666666,92.495339375,2800.58,404666.48,2855.22,
5790,2010-05-23,15/9-F-14,243.87159208333333,106.71711270833333,197.07293354166666,68.92541645833333,46.79865854166667,13.344910625,92.51392583333333,2808.39,401629.78,2798.98,
5791,2010-05-24,15/9-F-14,244.29388375,106.724156875,197.5329275,69.693844375,46.76095625,13.287440625,92.10754104166666,2814.61,402992.06,2804.14,
5792,2010-05-25,15/9-F-14,244.66451895833333,106.73213041666666,198.013894375,70.96891333333333,46.65062458333333,13.172958541666667,91.981165,2821.87,404143.03,2933.93,
5793,2010-05-26,15/9-F-14,245.10260270833334,106.73843854166667,198.41041958333332,71.16382020833333,46.692183125,13.204905833333333,92.27891416666667,2817.92,402764.22,3112.21,
5794,2010-05-27,15/9-F-14,245.39923625,106.73974979166667,198.739344375,71.18004,46.659891875,13.1790875,92.13165208333334,2755.1,394519.14,2702.56,
5795,2010-05-28,15/9-F-14,247.97529666666668,106.71754104166666,198.90699145833332,65.78377083333334,49.068305208333335,15.613893541666666,92.22133125,2534.63,361765.59,2162.27,
5796,2010-05-29,15/9-F-14,245.73687083333334,106.7327375,199.01756645833333,70.22503520833334,46.719304375,13.257003958333334,92.26931875,2778.79,394752.36,3125.92,
5797,2010-05-30,15/9-F-14,246.82905833333334,106.72398791666667,198.8828775,67.32754875,47.94618083333334,14.409873333333334,91.879296875,2649.13,371374.08,2993.44,
5798,2010-05-31,15/9-F-14,259.1251354166667,106.58252229166666,197.86283041666667,42.274996458333334,61.262305,28.094006041666667,91.8684425,1602.66,220359.45,1668.46,
5799,2010-06-01,15/9-F-14,257.85850270833333,106.60556416666667,198.91677583333333,46.6934625,58.941726875,25.919568541666667,91.79384729166667,1858.55,260175.06,1298.1,
5800,2010-06-02,15/9-F-14,248.96656041666665,106.71823958333333,200.19413770833333,62.16999520833333,48.77242270833333,15.33294875,92.0050375,2696.52,380985.04,2991.67,
5801,2010-06-03,15/9-F-14,247.900693125,106.734936875,200.19552666666667,66.37989229166666,47.70516645833333,14.216179583333334,92.83613645833333,2735.25,388901.37,2971.34,
5802,2010-06-04,15/9-F-14,247.78148770833334,106.75418208333333,200.7927875,71.00843645833334,46.988700208333334,13.465352083333332,92.85809541666667,2773.45,394726.73,2948.37,
5803,2010-06-05,15/9-F-14,247.80884479166667,106.7664625,201.330760625,76.63732583333334,46.47808416666667,12.94402625,92.33567020833334,2810.65,401083.64,3466.63,
5804,2010-06-06,15/9-F-14,248.16065479166667,106.77273333333333,201.64916770833332,76.69223395833333,46.511487083333336,12.962672083333333,92.76810770833333,2800.79,399978.92,3351.18,
5805,2010-06-07,15/9-F-14,249.35553020833333,106.76358333333333,201.676661875,66.77535541666667,47.678868333333334,14.163501458333334,93.03664375,2696.27,386090.76,3162.89,
5806,2010-06-08,15/9-F-14,249.63601020833335,106.75726270833333,201.780145625,65.25718229166667,47.855864583333336,14.363405208333333,92.982076875,2676.08,382028.25,3139.95,
5807,2010-06-09,15/9-F-14,249.52268083333334,106.75478604166666,201.82606333333334,65.90307229166666,47.6966175,14.200609791666666,93.02768666666667,2678.05,382530.29,2962.48,
5808,2010-06-10,15/9-F-14,249.540801875,106.75319791666666,201.92433729166666,66.15916020833333,47.61646458333333,14.116946875,93.110430625,2676.31,374324.71,3077.46,
5809,2010-06-11,15/9-F-14,249.5433675,106.75031604166666,201.71635125,66.15313354166666,47.82701625,14.321208541666667,93.011865625,2625.55,374541.53,3194.64,
5810,2010-06-12,15/9-F-14,249.58238708333334,106.74755875,201.69494479166667,66.268035625,47.887442291666666,14.395404791666667,92.26416583333334,2612.81,373944.07,3311.37,
5811,2010-06-13,15/9-F-14,249.599205,106.7458,201.692484375,66.29359666666667,47.906720625,14.419705208333333,92.90210791666667,2623.48,374702.75,2951.56,
5812,2010-06-14,15/9-F-14,249.9981670281141,106.74014215895508,201.82588875166348,64.45721744680851,48.172278276450605,14.718821129277535,93.00092847701029,2597.55,371658.0,3446.49,
5813,2010-06-15,15/9-F-14,250.3833975,106.72942020833334,201.33610958333333,62.249001666666665,49.04728791666667,15.629095,92.996796875,2534.0,362746.4,3521.41,
5814,2010-06-16,15/9-F-14,250.96676375,106.7195725,200.96341229166666,60.22993875,50.003351458333334,16.607184583333332,92.80671,2486.32,356111.93,3385.78,
5815,2010-06-17,15/9-F-14,251.06420541666665,106.71771270833334,200.610900625,60.11688708333333,50.45330479166667,17.052240625,92.87806291666666,2495.41,357432.08,3428.13,
5816,2010-06-18,15/9-F-14,251.1936575,106.71588833333334,201.350375,60.309644166666665,49.8432825,16.439248958333334,92.430808125,2489.74,357146.72,3365.68,
5817,2010-06-19,15/9-F-14,255.79833372755922,106.65343446849512,201.09814224241066,51.97866170212766,54.70019148514856,21.158816398808323,90.77883307893477,1957.44,283896.95,2711.91,
5818,2010-06-20,15/9-F-14,250.70703104166665,106.71319541666666,201.22882020833333,60.550779375,49.478210833333335,16.289309583333335,92.56167520833333,2452.14,350053.6,3554.23,
5819,2010-06-21,15/9-F-14,250.93026875,106.71451291666666,201.37157520833333,59.84522125,49.55869354166666,16.381757708333332,92.96032104166666,2444.37,348878.74,3525.34,
5820,2010-06-22,15/9-F-14,251.02345625,106.710018125,201.54422708333334,59.675274791666666,49.47922916666667,16.45282,92.69848166666667,2427.99,347999.53,3489.24,
5821,2010-06-23,15/9-F-14,251.075380625,106.70672145833333,201.69575833333334,59.818978333333334,49.379622291666664,16.236129166666668,91.81144333333333,2422.22,347806.75,3496.94,
5822,2010-06-24,15/9-F-14,250.91008083333332,106.69970208333334,201.30066354166667,59.65103229166667,49.60941729166667,16.440760208333334,92.646700625,2423.79,343279.56,3496.33,
5823,2010-06-25,15/9-F-14,250.77244333333334,106.69178270833333,201.42019,59.64309854166667,49.35225333333333,16.183241041666665,92.94641666666666,2396.54,344715.38,3386.38,
5824,2010-06-26,15/9-F-14,250.90358083333334,106.68910270833334,201.04097770833334,59.722017083333334,49.862603125,16.711138333333334,93.05540791666667,2395.14,342561.46,3395.83,
5825,2010-06-27,15/9-F-14,250.91308270833332,106.68527145833333,201.01465875,59.633690625,49.89842395833333,16.773114791666668,92.32278479166666,2387.86,343058.41,3390.72,
5826,2010-06-28,15/9-F-14,251.07073541666668,106.68642854166667,200.40216395833335,59.604168333333334,50.66857145833333,17.527642291666666,91.92283270833333,2380.72,342371.26,3396.15,
5827,2010-06-29,15/9-F-14,251.20011479166666,106.68582833333333,200.90129458333334,59.75894770833333,50.29882020833333,17.151499791666666,92.52855125,2379.63,342137.65,3366.91,
5828,2010-06-30,15/9-F-14,251.29047958333334,106.68252479166667,200.86300083333333,59.74206229166667,50.42747875,17.276253333333333,93.13174125,2375.2,340709.26,3395.81,
5829,2010-07-01,15/9-F-14,251.27619458333334,106.67796229166666,200.82044354166666,59.859063125,50.455751041666666,17.32581875,90.76356791666667,2370.07,340847.55,3414.0,
5830,2010-07-02,15/9-F-14,252.57269208333332,106.66631791666667,200.9417775,57.3407125,51.630914583333336,18.529385416666667,91.09324979166666,2298.14,331205.23,3334.67,
5831,2010-07-03,15/9-F-14,262.270666875,106.52798145833333,198.47569041666668,41.33990395833333,63.79497645833333,30.717036875,91.40733395833334,1907.63,279405.31,2916.15,
5832,2010-07-04,15/9-F-14,263.06362541666664,106.476520625,199.113925625,39.86725666666667,63.94969979166667,30.99175125,90.336479375,1834.07,266509.39,2736.46,
5833,2010-07-05,15/9-F-14,263.6523075,106.46059479166667,197.26746479166667,39.121178541666666,66.38484270833334,33.441683958333336,91.12890666666667,1800.02,261444.2,2673.75,
5834,2010-07-06,15/9-F-14,263.4149320833333,106.46041583333333,198.21127916666666,39.409198333333336,65.20365291666667,32.24297375,92.25310875,1793.18,263113.49,2707.0,
5835,2010-07-07,15/9-F-14,263.73262916666664,106.45404145833334,200.08113729166666,39.39513770833333,63.651491875,30.718379375,90.256061875,1841.44,268895.24,2815.01,
5836,2010-07-08,15/9-F-14,263.71417979166665,106.45003104166666,200.87267625,39.279821875,62.84150354166667,29.885569791666665,90.8817175,1818.54,265260.44,2814.92,
5837,2010-07-09,15/9-F-14,263.623745,106.44603104166667,200.86769354166665,39.467538125,62.75605145833333,29.80996125,91.039605,1805.19,263330.08,2834.24,
5838,2010-07-10,15/9-F-14,269.3945305761962,106.36918175543914,201.61246016499774,32.99241869565218,67.78207041119845,34.91929363401879,89.27348428372278,1393.69,206141.46,2237.75,
5839,2010-07-11,15/9-F-14,263.77980979166665,106.43527208333333,201.04559729166667,39.693228958333336,62.7342125,29.73850854166667,90.017214375,1729.9,252874.96,2873.24,
5840,2010-07-12,15/9-F-14,258.7626975,106.50002166666667,201.57952729166666,47.93238291666667,57.18317020833334,24.144320208333333,92.50302958333333,2033.15,295470.56,3296.94,
5841,2010-07-13,15/9-F-14,250.819564375,106.62660458333333,202.8690425,62.145118333333336,47.950521875,14.712965833333334,93.10911791666666,2582.65,372301.4,4061.44,
5842,2010-07-14,15/9-F-14,251.05305125,106.632588125,203.00754333333333,62.311403125,48.045507916666665,14.44629125,92.99139,2582.08,371452.46,4099.67,
5843,2010-07-15,15/9-F-14,251.234908125,106.630324375,203.20694770833333,62.11277875,48.027960416666666,14.383783333333334,91.55722791666666,2574.44,371282.32,3722.6,
5844,2010-07-16,15/9-F-14,251.32055916666667,106.62773354166667,203.330948125,61.9784375,47.98961104166667,14.356693958333333,90.60581291666666,2572.81,371287.4,3905.65,
5845,2010-07-17,15/9-F-14,251.38885708333333,106.62316104166666,203.47352208333334,61.99488395833333,47.915335,14.288308541666666,91.73593020833333,2562.15,369933.7,3907.52,
5846,2010-07-18,15/9-F-14,251.394578125,106.61751416666667,203.55848375,62.00894770833333,47.836094375,14.218341666666667,92.1211725,2551.65,368216.34,3037.37,
5847,2010-07-19,15/9-F-14,251.292245625,106.61064583333334,203.53310666666667,62.09187645833333,47.75913895833333,14.145493958333333,92.87339479166667,2545.39,366496.31,3180.92,
5848,2010-07-20,15/9-F-14,251.04294541666667,106.60498583333333,203.58178645833334,62.898017083333336,47.461158958333336,13.851540833333333,92.53809729166667,2546.15,366948.65,3450.01,
5849,2010-07-21,15/9-F-14,250.872744375,106.59918354166666,203.560931875,63.23612895833333,47.3118125,13.688100625,92.767496875,2541.25,366305.81,3472.4,
5850,2010-07-22,15/9-F-14,250.9008325,106.593401875,203.537645625,63.315229375,47.363186875,13.745035833333333,93.21326958333333,2530.04,365410.6,3504.94,
5851,2010-07-23,15/9-F-14,251.59778666666668,106.583880625,203.55269770833334,60.845820833333335,48.04508895833333,14.465248333333333,93.20259854166666,2413.44,348507.24,3373.7,
5852,2010-07-24,15/9-F-14,252.095165,106.5734675,203.62852875,59.20898875,48.46663625,14.918057291666667,93.12161041666667,2384.28,344604.71,3344.9,
5853,2010-07-25,15/9-F-14,252.09597583333334,106.56771354166666,203.717763125,59.19980666666667,48.378212708333336,14.830522708333334,92.77303541666667,2382.55,343975.62,3351.67,
5854,2010-07-26,15/9-F-14,252.10494104166668,106.562116875,203.66829020833333,59.101633541666665,48.43665083333333,14.87385,93.34037645833334,2370.34,342144.37,3351.14,
5855,2010-07-27,15/9-F-14,252.06331458333332,106.55780166666666,203.756165,59.23994125,48.307149583333334,14.753270833333334,92.973589375,2377.02,343677.86,3362.83,
5856,2010-07-28,15/9-F-14,252.15486,106.55273958333333,203.74276833333334,59.132079583333336,48.41209166666667,14.859605208333333,93.25365375,2370.99,342499.13,3360.01,
5857,2010-07-29,15/9-F-14,252.20437416666667,106.54741416666667,203.749521875,59.05109354166667,48.45485229166667,14.906734791666667,93.122030625,2363.13,341715.29,3357.51,
5858,2010-07-30,15/9-F-14,252.205045,106.54307541666667,203.80633229166668,59.064881041666666,48.398712708333335,14.846753958333334,92.863210625,2363.81,341180.3,3356.34,
5859,2010-07-31,15/9-F-14,252.14462583333332,106.53939791666667,203.80200791666667,59.05603145833334,48.34261791666667,14.793025625,92.90643604166667,2361.06,341096.93,3361.6,
5860,2010-08-01,15/9-F-14,252.14948770833334,106.53418729166667,203.78562083333333,58.980604375,48.363866875,14.811979375,93.3132725,2354.69,340158.73,3366.45,
5861,2010-08-02,15/9-F-14,252.17348354166666,106.52953833333333,203.81853770833334,58.99018229166666,48.35494583333333,14.810596875,93.32558,2360.15,340870.1,3367.57,
5862,2010-08-03,15/9-F-14,252.147158125,106.524315,203.87443583333334,59.131005,48.27272229166667,14.728739375,92.951279375,2359.78,340677.74,3389.72,
5863,2010-08-04,15/9-F-14,252.13999583333333,106.51934583333333,203.87218333333334,59.156154791666665,48.2678125,14.712497291666667,93.36038458333333,2357.53,340689.92,3385.17,
5864,2010-08-05,15/9-F-14,254.14899490273163,106.49061875840165,204.35823049927492,54.621992765957444,49.790764403456706,16.70831144355126,92.39055854075168,2065.25,300997.97,3198.8,
5865,2010-08-06,15/9-F-14,251.71927770833332,106.52085604166666,203.933271875,59.277931458333335,47.786005833333334,14.906567083333334,92.622266875,2307.31,334403.97,3568.92,
5866,2010-08-07,15/9-F-14,254.96914444595964,106.48247646048141,205.10787130142188,52.799876382978724,49.861273144537776,17.243121390830677,90.56916407951852,1976.83,288792.53,3071.36,
5867,2010-08-08,15/9-F-14,251.6697775,106.51674041666666,203.82788166666666,59.236690625,47.84189583333333,15.235480208333334,93.28585479166667,2314.34,335464.18,3584.64,
5868,2010-08-09,15/9-F-14,251.63856583333333,106.512813125,203.75888375,59.13721541666666,47.879682083333336,15.281583125,93.18173520833334,2323.85,336483.87,3578.61,
