,0,1,2
0,2288.559,354192.84,173.42192
1,2427.147,373853.5,174.50706
2,2472.5608,380656.03,163.14278
3,2508.2778,386472.66,143.53117
4,2544.2708,392441.1,93.89893
5,2559.4243,395585.66,43.925777
6,2600.8909,402904.62,-2.275575
7,2663.005,413551.34,-39.453007
8,2736.6501,424408.03,-80.03415
9,2810.1677,434933.3,-106.294304
10,2863.9792,441550.44,-103.833725
11,2885.1572,442692.47,-98.27037
12,2979.735,455533.7,-97.65618
13,2934.409,447997.03,-71.36009
14,2863.0608,437519.47,-40.013
15,2778.6245,422802.97,-13.849722
16,2687.127,408957.94,14.403684
17,2597.0679,395432.12,29.501558
18,2510.4456,379984.16,38.948944
19,2443.655,368830.75,57.73484
20,2373.0068,360086.7,64.59528
21,2338.9705,355424.88,47.94764
22,2367.9275,358425.3,19.994339
23,2446.3855,369362.97,3.6147568
24,2547.23,386195.25,-4.646072
25,2635.828,400862.72,-41.425083
26,2699.8057,411988.97,-65.29241
27,2749.3723,421695.9,-84.25401
28,2814.1553,430793.5,-83.30948
29,2888.4502,438275.28,-68.87111
30,2958.4814,444205.66,-34.38351
31,3003.8792,447788.94,-9.846364
32,3035.889,447539.28,17.763695
33,3028.258,443844.44,36.12558
34,3010.3447,436765.1,59.23901
35,2981.13,429369.7,41.60473
36,2945.1887,422845.47,8.535878
37,2930.6245,423876.84,-14.22525
38,2937.6392,430960.2,-44.25509
39,2949.7314,438365.4,-95.80342
40,2943.172,441739.25,-154.25569
41,2920.6072,439319.22,-204.20622
42,2841.9119,430480.66,-240.10608
43,2743.3599,416119.34,-253.02264
44,2868.3115,435701.2,-245.2693
45,3042.9033,461714.25,-240.36586
46,3035.2434,455661.94,-235.4225
47,3134.134,468474.94,-189.76282
48,3256.1887,483995.84,-151.37102
49,3328.644,490291.97,-149.5293
50,3417.583,498343.6,-129.594
51,3501.236,508929.56,-109.880455
52,3590.8477,522158.84,-95.292465
53,3674.1711,536335.4,-92.94776
54,3736.1487,547691.44,-92.15669
55,3772.9407,556889.1,-107.72937
56,3783.5293,563611.5,-144.34802
57,3810.4539,568117.0,-201.11755
58,3825.089,568959.75,-238.03996
59,3821.0322,566650.94,-259.38995
60,3936.9678,585748.6,-271.218
61,4134.9067,614416.3,-264.11194
62,4181.1807,617710.4,-275.1195
63,4233.0225,621915.8,-275.57916
64,4243.74,620482.94,-269.60886
65,4378.968,638278.6,-230.62927
66,4410.1274,642389.4,-228.63165
67,4418.2163,644311.1,-251.19301
68,4322.798,632426.7,-324.04434
69,4236.0664,623777.2,-356.76254
70,4221.5386,624773.56,-358.7198
71,4260.939,633556.2,-331.36002
72,4337.315,642933.94,-314.0775
73,4372.3105,644907.94,-316.19934
74,4346.2725,638779.0,-304.36707
75,4383.866,642433.94,-286.63873
76,4528.443,662653.94,-239.60547
77,4524.926,661126.0,-205.41487
78,4521.74,657605.44,-175.29141
79,4500.8345,652542.3,-158.20854
80,4443.712,645333.44,-173.09048
81,4361.861,632927.9,-212.90594
82,4297.878,622088.44,-244.19977
83,4248.242,614411.7,-239.23212
84,4220.0093,612385.1,-205.95795
85,4215.356,613659.6,-193.72888
86,4207.3086,612326.1,-198.33612
87,4188.768,608363.7,-215.77214
88,4167.2803,603646.0,-239.66695
89,4159.5967,599854.3,-259.8221
90,4163.9062,600024.44,-260.41135
91,4191.478,604506.2,-259.8626
92,4256.72,612530.44,-260.3121
93,4315.9307,620251.6,-267.416
94,4393.0474,631551.44,-266.69464
95,4491.5107,642558.9,-263.85315
96,4582.5225,653871.6,-247.64276
97,4638.8833,659884.06,-236.96465
98,4646.248,659965.4,-243.83226
99,4636.4976,659308.9,-265.03497
100,4620.336,659517.3,-283.70926
101,4604.188,660751.2,-282.77405
102,4572.362,660860.9,-280.75888
103,4518.2397,658648.8,-297.43454
104,4489.8853,654790.3,-333.9934
105,4473.852,647102.6,-374.40887
106,4432.741,636439.3,-384.9708
107,4400.1914,628255.4,-362.14685
108,4492.8115,645489.44,-311.845
109,4396.7754,636179.4,-291.0692
110,4370.3833,634244.3,-327.2275
111,4386.222,637259.5,-348.50113
112,4451.2256,647406.0,-345.49747
113,4464.272,651269.06,-331.90503
114,4438.343,649093.56,-318.79562
115,4373.0747,640984.9,-305.05115
116,4294.4575,629476.6,-288.38556
117,4218.9077,616782.75,-259.44885
118,4152.409,604139.75,-208.66273
119,4082.8452,590143.0,-164.28806
120,4005.6726,575538.56,-126.92123
121,3908.636,560234.56,-108.19789
122,3817.4888,543525.3,-97.878
123,3734.6038,529867.94,-84.8186
124,3659.1348,519604.6,-62.721615
125,3597.064,513910.84,-46.329025
126,3542.969,509262.97,-41.37028
127,3463.4526,499939.5,-50.056995
128,3356.8674,486918.66,-79.54756
129,3260.2512,473464.75,-112.769325
130,3186.0518,462382.22,-128.6596
131,3130.8806,456533.0,-129.15065
132,3116.2744,455449.66,-125.1876
133,3154.466,461923.34,-103.870575
134,3208.4927,467520.25,-128.52768
135,3254.8796,472236.38,-167.15067
136,3381.4285,486510.16,-169.50116
137,3580.1038,511469.88,-134.89175
138,3790.2522,538546.75,-83.84678
139,3970.703,564573.4,-68.48182
140,4103.0835,584659.0,-64.97413
141,4188.743,598375.7,-77.29877
142,4233.797,608097.8,-80.29857
143,4250.605,616670.75,-70.90747
144,4271.4214,624843.2,-64.03451
145,4318.604,627474.56,-71.803635
146,4329.551,623384.9,-78.47184
147,4277.9033,613754.8,-73.26114
148,4271.7188,610669.44,-70.034546
149,4319.251,619259.9,-57.12643
150,4213.9644,604749.44,-80.3256
151,4087.4597,587736.7,-107.78322
152,3924.6448,566978.8,-148.12527
153,3751.1333,543640.2,-176.95316
154,3568.3313,519388.22,-192.7199
155,3401.24,495508.4,-195.22858
156,3260.0676,474087.84,-181.913
157,3158.5754,459800.38,-158.91869
158,3092.2522,448936.53,-155.93431
159,3088.347,446232.94,-145.09282
160,3123.3528,447411.4,-132.98036
161,3179.286,453628.62,-112.59095
162,3276.2598,466108.06,-93.72347
163,3357.06,476533.78,-112.19206
164,3430.804,485336.66,-117.32714
165,3515.156,498722.94,-108.44926
166,3605.9424,515456.47,-90.55304
167,3683.1548,531148.0,-52.8794
168,3714.422,539654.6,-28.03955
169,3692.596,542903.0,-8.233189
170,3636.0002,536657.6,-21.612835
171,3608.017,525781.0,-37.136635
172,3545.4683,510914.84,-31.2143
173,3440.3093,490235.0,-7.7895937
174,3474.0227,491700.22,44.656437
175,3487.2654,498034.56,108.053085
176,3415.538,490525.94,115.11309
177,3405.458,490187.2,105.90166
178,3427.934,494474.4,110.68299
179,3470.8948,501531.94,139.7919
180,3519.0325,511113.72,171.83092
181,3555.4055,516874.1,188.35544
182,3591.6257,520000.03,193.50502
183,3620.5747,524310.4,200.92142
184,3656.6257,528438.8,197.34892
185,3705.8298,534817.06,196.19061
186,3767.0757,543537.6,187.05902
187,3830.0894,550602.56,184.05765
188,3867.0146,552889.9,173.8527
189,3886.743,554323.9,182.18129
190,3892.1118,552508.0,165.72276
191,3875.0452,550358.6,154.94662
192,3846.0867,548139.94,138.0416
193,3802.156,545447.8,112.76185
194,3749.3308,540317.8,65.20255
195,3693.0547,532231.1,25.29037
196,3606.0098,521804.38,-9.165608
197,3540.0254,510425.2,-12.717573
198,3666.4004,530805.94,-0.6066601
199,3631.0967,523365.1,9.319756
200,3846.535,553093.06,5.7717957
201,4025.6035,578092.5,3.2374096
202,4032.8103,576981.25,11.918047
203,4250.9297,608575.25,17.761316
204,4270.5576,610089.94,32.54168
205,4285.8145,611356.5,31.25996
206,4301.613,613336.8,42.27587
207,4315.798,617045.9,49.76492
208,4329.963,620634.7,57.52813
209,4340.834,623039.94,66.01816
210,4345.2026,624766.75,82.5896
211,4342.0513,625190.06,94.5226
212,4335.6733,623265.1,111.1134
213,4311.395,618697.1,124.53816
214,4281.394,614247.9,136.21776
215,4258.507,610524.9,161.40933
216,4228.851,607106.94,208.93343
217,4214.2964,604824.4,228.2684
218,4227.9434,606853.8,270.37723
219,4254.308,610999.3,334.30542
220,4287.623,615969.25,396.78165
221,4314.971,619866.44,459.4367
222,4331.9917,622327.5,525.28577
223,4345.259,624135.3,577.79486
224,4355.638,624827.75,617.0712
225,4352.7554,624579.56,638.2701
226,4344.1953,622740.94,638.1941
227,4330.633,619567.94,628.0565
228,4305.2246,615185.44,618.16095
229,4278.166,610469.4,616.7451
230,4245.6953,605408.0,636.60864
231,4211.853,599645.94,648.81824
232,4172.0464,593896.6,665.88306
233,4129.7734,588596.4,680.7161
234,4097.797,583464.9,695.4029
235,4066.3552,578681.44,710.69476
236,4017.6199,572430.3,692.603
237,3980.1594,568431.3,678.1761
238,3964.4932,566375.8,658.7996
239,3969.842,566844.0,650.99365
240,3990.4722,569034.0,644.05084
241,4014.184,572296.2,647.0294
242,4038.5867,575963.5,702.3086
243,4033.1155,574523.25,652.696
244,4026.5955,571737.8,620.7083
245,4046.224,572918.4,615.49866
246,4087.5085,578152.4,609.4425
247,4131.931,584864.5,598.53906
248,4167.3394,591926.2,573.0554
249,4202.2305,597230.9,545.6388
250,4237.1035,600805.2,482.47372
251,4262.7534,603047.8,445.95602
252,4290.887,606960.8,420.48065
253,4310.381,609702.7,408.77866
254,4320.31,610127.1,406.83826
255,4313.829,609426.8,405.94296
256,4276.4414,605274.56,431.69962
257,4258.162,603114.9,416.13495
258,4263.617,603985.0,384.8026
259,4280.445,606262.44,373.9775
260,4305.863,610272.3,365.5085
261,4331.352,613951.75,354.8171
262,4362.0703,618585.94,336.4655
263,4394.058,623845.5,314.61877
264,4430.6963,628496.2,288.2485
265,4463.2554,632119.6,272.56235
266,4500.7207,636154.25,255.74887
267,4547.7275,641443.5,234.96957
268,4583.279,646687.06,217.78467
269,4619.102,653143.6,202.52534
270,4651.1133,658614.44,182.63695
271,4677.231,663797.6,157.86792
272,4708.351,666487.4,128.65149
273,4735.023,668905.0,100.35505
274,4769.9517,672962.9,57.664753
275,4798.244,676349.06,30.443754
276,4779.3145,675940.4,95.892365
277,4801.0156,678997.8,78.55827
278,4809.7734,680804.2,62.946865
279,4832.1494,683132.8,31.93589
280,4856.551,686272.4,2.8233073
281,4884.1167,690505.44,-16.439882
282,4895.3086,691678.5,-33.01181
283,4840.9863,684869.8,39.836567
284,4844.0557,685422.7,66.80319
285,4881.2456,690224.0,67.07698
286,4906.721,693422.25,79.856346
287,4925.3286,696163.2,75.33699
288,4931.489,697107.9,60.62415
289,4913.3096,694685.2,36.35641
290,4880.7207,690113.8,20.06004
291,4848.382,685850.0,6.993811
292,4807.9673,680059.3,-1.9850994
293,4753.835,672018.1,-8.907584
294,4691.5654,663332.8,-16.55847
295,4629.258,654377.7,-19.498684
296,4563.683,645215.0,-8.406052
297,4503.5205,636247.06,3.3968525
298,4452.4404,628903.3,24.286936
299,4422.5425,623725.1,45.351475
300,4405.187,619909.44,65.34093
301,4393.9233,617304.2,78.34887
302,4387.8975,615530.2,79.597015
303,4383.5596,614121.75,72.429
304,4385.364,614517.44,66.49649
305,4404.437,618051.56,67.83434
306,4425.5806,621586.56,63.321323
307,4437.7637,623935.0,52.59337
308,4444.7827,625830.5,37.645203
309,4445.3623,626375.9,22.03146
310,4436.234,625426.2,8.188677
311,4436.5347,624716.7,4.543456
312,4439.236,623679.44,1.931815
313,4434.593,622186.44,-5.1356344
314,4406.9585,617769.44,-32.752075
315,4379.2505,614354.1,-47.57943
316,4361.6094,611381.3,-59.85849
317,4349.7915,610329.94,-61.118793
318,4345.1143,609604.4,-59.990353
319,4335.7524,608438.8,-53.677624
320,4305.9443,604359.8,-54.045387
321,4272.31,598242.9,-51.050243
322,4222.3604,590981.4,-25.639847
323,4177.8335,585599.5,-9.042504
324,4149.362,582050.75,-3.4968774
325,4128.8516,578908.8,3.6398387
326,4109.9976,577109.3,6.1457667
327,4093.115,574292.25,0.4595501
328,4056.603,568278.44,-14.800971
329,4024.757,563575.1,-11.164987
