,0,1,2
0,2063.832,306205.66,29.27771
1,2154.148,322926.6,28.388548
2,2180.7336,329016.22,19.952698
3,2095.5315,314814.1,1.694083
4,1616.5721,249903.17,-30.19968
5,2016.2115,300586.4,-8.650405
6,2661.9275,384844.88,3.3956401
7,2375.1277,350339.56,-213.66905
8,2669.7764,385815.06,-290.8123
9,3097.0674,425693.2,-258.26196
10,3009.8823,428338.16,-239.08768
11,2939.2168,435401.9,-284.15945
12,2963.248,437847.4,-220.70856
13,2866.2295,422082.44,-214.62093
14,2945.953,430561.03,-190.29707
15,2702.0684,406445.97,-293.6924
16,2552.083,383724.53,-220.50676
17,2468.0002,372825.62,-211.46982
18,2207.317,331123.88,-189.30653
19,1930.4124,283759.22,-118.5823
20,1557.049,237525.14,-210.97697
21,1425.9218,222649.16,-49.071472
22,2209.4773,331422.38,-20.549536
23,2266.9377,342318.6,-128.31963
24,2367.7607,367325.84,-17.479954
25,1929.7019,299996.78,-11.437477
26,2556.2495,383739.47,92.811195
27,2472.8938,396603.97,-12.135969
28,2448.288,389853.94,17.779755
29,2208.2368,337939.3,102.709785
30,2373.102,362000.7,102.86321
31,2474.676,386982.47,65.96883
32,2556.8196,409184.06,129.95245
33,2326.7046,380556.4,152.99593
34,2301.6646,368306.62,45.124165
35,1833.1471,283669.62,-12.914474
36,1848.5742,297443.2,-18.59818
37,2995.7625,451772.34,96.025795
38,2828.5984,413168.56,-11.565407
39,2499.012,385254.4,-50.954407
40,2978.0198,440863.56,-6.253459
41,2844.669,432652.84,34.368134
42,2796.9583,437368.03,145.43877
43,2839.5164,450235.66,127.09514
44,2763.1416,424894.25,92.711395
45,2990.753,464383.3,33.566647
46,2908.3562,452585.5,27.77874
47,2988.419,463229.72,-32.908867
48,3275.506,507017.0,64.55398
49,3143.5378,487501.2,75.71403
50,3200.2837,479645.2,67.33047
51,3337.452,499759.34,-24.015331
52,3444.5962,525214.56,1.7759264
53,3772.7344,570520.5,64.200806
54,3905.014,589023.7,33.670643
