,ON_STREAM_HRS,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,DP_CHOKE_SIZE,AVG_WHP_P,AVG_WHT_P,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
3498,24.0,33.690763958333335,100.0,4.623232916666667,33.690763958333335,92.16260583333333,694.34,112557.09,4630.58
3499,24.0,33.083264166666666,100.0,4.825636041666667,33.083264166666666,92.24197875,698.37,113243.22,4653.15
3500,24.0,32.465155833333334,100.0,5.0768458333333335,32.465155833333334,92.348318125,701.58,115203.71,4649.75
3501,24.0,32.421827291666666,99.99992395833333,5.31978,32.421827291666666,92.092046875,698.29,114040.47,4709.83
3502,0.625,50.951032,21.991569375,21.297284,50.951032,89.012162,632.96,12123.37,457.84
3533,2.99166,34.59883730470708,15.894921875,3.72895508978293,34.59883730470708,77.67909964260645,193.44,26890.65,638.29
3534,24.0,33.495073125,98.364745625,3.2056402083333335,33.495073125,87.233695625,820.49,130029.75,3874.79
3535,24.0,32.09314125,98.39325229166667,4.139270833333334,32.09314125,88.66337166666666,795.28,125971.29,4243.26
3536,24.0,32.6672325,98.40752333333333,4.603497291666667,32.6672325,89.08995541666667,740.28,115950.85,4500.02
3537,24.0,32.26067020833333,98.42267479166667,4.943362708333333,32.26067020833333,89.842315,799.36,124553.29,4584.46
3538,24.0,32.03261625,98.43857645833333,4.948907083333333,32.03261625,91.17833125,829.61,128237.73,4596.42
3539,24.0,32.32009479166667,98.42702125,5.222891458333334,32.32009479166667,91.35186458333334,730.08,113101.25,4604.39
3540,24.0,32.326622916666665,98.433725,5.2157277083333335,32.326622916666665,91.500453125,727.78,113405.14,4621.42
3541,24.0,32.415755625,98.42538854166666,5.312482083333333,32.415755625,91.55562958333333,721.14,112946.98,4637.29
3542,24.0,32.45225020833333,98.425995,5.345771458333333,32.45225020833333,91.456130625,718.11,112321.34,4626.57
3543,24.0,32.49023270833333,98.4080725,5.385738333333333,32.49023270833333,91.34649583333334,708.14,111280.16,4617.84
3544,24.0,32.395134166666665,98.44202458333334,5.286490625,32.395134166666665,91.74060645833333,736.65,116390.0,4629.11
3545,24.0,32.608085833333334,98.39628645833334,5.5172204166666665,32.608085833333334,91.16553208333333,748.23,117082.78,4750.37
3546,24.0,32.773796875,98.40476208333334,5.681928958333334,32.773796875,89.73691166666667,962.74,150950.28,5522.57
3547,22.0,44.881350076136506,59.815614583333335,10.99074718621044,44.881350076136506,74.12597885408417,661.99,107663.77,3917.78
3548,5.175,33.55674859903382,22.82938625,6.5907473429951695,33.55674859903382,89.80159270531401,401.74,44784.26,1077.21
3549,7.0,31.117441538461538,100.0,4.409865384615385,31.117441538461538,74.33465846153847,182.51,31523.89,1371.67
3550,24.0,31.384609791666666,98.38545479166666,4.451484375,31.384609791666666,90.16066,1057.84,164884.38,5847.85
3551,24.0,32.024206875,98.38794895833334,5.041982291666667,32.024206875,91.431824375,1072.01,167921.48,5965.16
3552,24.0,32.23472270833334,98.38365833333333,5.240647291666667,32.23472270833334,91.70880479166667,713.89,112150.23,5004.62
3553,24.0,32.253948333333334,98.39915875,5.244495833333334,32.253948333333334,91.83049458333333,713.36,112590.79,4807.4
3554,24.0,32.208198333333335,98.40871666666666,5.190333958333333,32.208198333333335,91.861733125,716.82,112331.53,4810.97
3555,24.0,32.23011354166667,98.36078354166666,5.208831458333333,32.23011354166667,91.35709708333333,709.19,111792.1,4811.21
3556,24.0,32.150902708333334,98.36334145833334,5.12405,32.150902708333334,91.05870895833333,700.41,110884.12,4734.5
3557,24.0,32.022463333333334,98.39922583333333,4.96880125,32.022463333333334,91.21826520833334,699.67,110269.46,4673.03
3558,24.0,32.1445114,98.418312,5.0902854,32.1445114,90.4641586,719.27,113845.66,4748.81
3559,24.0,31.740575833333335,98.388513125,4.68986375,31.740575833333335,91.28192,681.79,107766.97,4562.4
3560,24.0,31.815781041666668,98.39864208333333,4.7678416666666665,31.815781041666668,90.62837,686.28,108840.68,4525.12
3561,24.0,32.07518833333334,98.40000416666666,5.036046458333334,32.07518833333334,89.09852166666667,678.68,108144.99,4525.98
3562,24.0,31.89035979166667,98.42735145833333,4.8456102083333334,31.89035979166667,89.413305,673.59,107323.8,4530.96
3563,24.0,31.858352291666666,98.44173083333334,4.822493333333333,31.858352291666666,89.79871625,664.35,106066.0,4356.17
3564,24.0,31.377974375,98.50240916666667,4.340247916666667,31.377974375,91.296621875,659.98,105193.03,4350.55
3565,24.0,31.357178125,98.544105,4.312079375,31.357178125,91.423115625,655.32,104614.44,4366.7
3566,24.0,31.315000833333333,98.56875833333334,4.296761875,31.315000833333333,91.46591958333333,647.66,105889.37,4304.75
3567,24.0,31.476155833333333,98.59294625,4.450891875,31.476155833333333,90.785396875,636.76,104444.8,4331.0
3568,24.0,31.630345625,98.64340958333334,4.59756625,31.630345625,90.24622541666666,638.85,104685.57,4394.46
3569,24.0,31.646042083333334,98.647119375,4.603639791666667,31.646042083333334,91.28923854166666,641.12,104953.56,4437.56
3570,24.0,32.14291333333333,98.64413104166667,5.095118958333333,32.14291333333333,89.6249175,634.89,105357.16,4473.73
3571,24.0,32.238970208333335,98.66581,5.1668025,32.238970208333335,89.68983020833333,631.9,103217.26,4519.54
3572,24.0,31.954951458333333,98.69571916666666,4.873095416666667,31.954951458333333,91.4487125,630.9,102032.8,4565.85
3573,24.0,32.13381916666667,98.69938666666667,5.0685,32.13381916666667,91.320518125,633.16,102424.21,4569.92
3574,24.0,32.460662291666665,98.71517625,5.406768333333333,32.460662291666665,90.20013333333333,633.84,102711.73,4563.6
3575,24.0,32.34721666666667,98.73488604166667,5.279336041666666,32.34721666666667,90.387680625,634.16,102334.06,4557.22
3576,24.0,32.3100825,98.72892666666667,5.234336041666666,32.3100825,90.597736875,635.09,102650.31,4576.3
3577,24.0,32.53831127659574,96.651479375,5.46293085106383,32.53831127659574,89.91411170212766,631.52,102176.23,4566.85
3578,24.0,32.42002604166667,98.72524375,5.327840625,32.42002604166667,90.627824375,633.4,102446.77,4470.62
3579,24.0,32.49187,98.740303125,5.387734583333334,32.49187,89.74996875,631.33,102081.86,4557.8
3580,24.0,32.72048291666667,98.7190225,5.631567708333334,32.72048291666667,89.368745625,628.96,102395.83,4576.33
3581,24.0,32.64179729166667,98.73970729166666,5.554601666666667,32.64179729166667,90.14121416666667,627.61,102008.01,4578.84
3582,24.0,32.47118104166667,98.75773166666667,5.379913125,32.47118104166667,90.82995333333334,627.7,101607.58,4533.91
3583,24.0,32.48362375,98.762829375,5.391490833333333,32.48362375,90.71212,622.39,101312.51,4530.03
3584,24.0,32.54851375,98.79723770833333,5.451778125,32.54851375,89.55087395833333,620.46,100952.92,4521.48
3585,24.0,32.416778723404256,96.74449979166667,5.334217681737589,32.416778723404256,90.67971021276595,613.0,99118.81,4490.15
3586,24.0,32.44804083333333,98.78466166666666,5.367576041666666,32.44804083333333,89.61286958333334,614.8,100092.87,4518.29
3587,24.0,32.160604375,98.822196875,5.0734047916666665,32.160604375,91.32252125,614.72,100628.25,4532.3
3588,24.0,32.04241708333333,98.842528125,4.953670625,32.04241708333333,91.78761520833334,633.48,103468.57,4501.76
3589,24.0,32.096399375,98.82995604166666,5.002901666666666,32.096399375,91.699415,627.24,102444.03,4558.21
3590,24.0,32.10738833333333,98.83457458333334,5.008796041666667,32.10738833333333,91.78441,622.94,101282.27,4560.11
3591,24.0,32.096846041666666,98.841706875,4.9999110416666666,32.096846041666666,91.76331104166667,617.76,100525.15,4514.37
3592,24.0,32.11176708333333,98.83986458333334,5.0146460416666665,32.11176708333333,91.546923125,613.39,100817.73,4566.95
3593,24.0,32.11341125,98.84375666666666,5.023690416666667,32.11341125,91.40257666666666,608.0,100408.87,4522.44
3594,24.0,32.49782,98.834986875,5.050127916666667,32.49782,90.45220375,600.12,99576.45,4450.81
3595,24.0,32.10485270833333,98.849586875,5.002511875,32.10485270833333,90.98114416666667,601.22,99052.9,4462.24
3596,24.0,32.05846875,98.85585916666666,4.960336458333333,32.05846875,91.162435,569.75,93695.14,4397.79
3597,24.0,32.286322291666664,98.81891541666667,5.1951639583333336,32.286322291666664,90.71500520833334,604.43,99444.27,4594.55
3598,24.0,32.397604375,98.815694375,5.316660208333333,32.397604375,89.99710145833333,603.69,98425.06,4612.7
3599,24.0,32.34469979166666,98.83205833333334,5.261727916666667,32.34469979166666,90.68867208333333,601.3,98628.9,4644.1
3600,24.0,32.136710208333334,98.87061458333334,5.035390416666667,32.136710208333334,91.15808458333333,600.3,98445.18,4688.12
3601,24.0,32.11613770833333,98.76313125,5.029025,32.11613770833333,91.46181729166666,599.52,98178.57,4659.7
3602,22.83333,33.07408115883666,88.11049875,5.762305463132185,33.07408115883666,90.27177330372749,497.28,83902.57,4092.5
3603,11.70833,32.93371035113462,46.63367916666667,5.681846360386152,32.93371035113462,90.96799473271594,309.36,53275.78,2360.4
3604,8.54167,30.405125512938337,37.63038395833333,3.74986815427194,30.405125512938337,88.13017769076772,135.58,23138.55,1503.87
3605,23.95463,31.91784800762525,96.612675625,5.184880322977228,31.91784800762525,88.56287956509868,513.82,85372.82,4489.87
3606,9.21203,31.586579707936252,47.29244520833333,4.813275013422666,31.586579707936252,87.74444903142955,221.79,37049.58,2070.51
3607,24.0,31.636477698797506,98.77680541666666,4.858142812182702,31.636477698797506,90.15904571697243,545.78,91269.59,4585.39
3608,24.0,31.633968125,98.78289354166667,4.8541775,31.633968125,90.584156875,551.96,92374.98,4566.83
3609,24.0,31.667180833333333,98.78878479166667,4.898730416666667,31.667180833333333,90.67278645833333,554.22,92896.99,4530.97
3610,24.0,31.695263958333335,98.80562958333333,4.937864791666667,31.695263958333335,90.55195645833334,558.04,93654.94,4519.76
3611,24.0,31.891610416666666,98.80919541666667,5.131051458333333,31.891610416666666,89.44995208333333,530.64,88842.23,4496.87
3612,24.0,31.968620208333334,98.81480875,5.201012708333334,31.968620208333334,89.09728833333334,531.29,89222.38,4507.18
3613,24.0,32.118457916666664,98.81753104166667,5.311739583333333,32.118457916666664,88.54071666666667,533.24,89282.41,4551.53
3614,24.0,32.24008791666667,98.83544708333334,5.420168125,32.24008791666667,87.948943125,535.3,89583.88,4470.7
3615,24.0,32.031361458333336,98.91102895833333,5.180375625,32.031361458333336,90.06255833333333,538.78,90054.67,4465.66
3616,24.0,32.15927583333333,98.931060625,5.3030225,32.15927583333333,90.33905541666667,541.13,90180.71,4434.45
3617,24.0,31.853113125,98.89702791666667,5.002517291666667,31.853113125,91.26360645833333,539.37,89893.03,4407.03
3618,24.0,31.842552708333333,98.86802708333333,4.9966727083333335,31.842552708333333,91.03614854166666,538.35,89746.2,4397.34
3619,24.0,32.30681645833333,98.880695,5.493176041666667,32.30681645833333,89.32393541666667,536.06,90084.41,4401.98
3620,24.0,32.23972166666667,98.929700625,5.404466458333333,32.23972166666667,88.90133729166666,538.28,90705.99,4357.11
3621,24.0,32.35180666666667,98.98751145833333,5.498638333333333,32.35180666666667,88.22018375,534.72,90216.52,4402.48
3622,24.0,32.24982833333333,99.01533229166667,5.393610833333334,32.24982833333333,89.402815625,533.94,89868.73,4455.6
3623,24.0,32.16970125,99.01410875,5.121920208333333,32.16970125,90.99310270833334,531.38,88974.65,4463.95
3624,24.0,32.778534791666665,99.04762375,5.039058958333333,32.778534791666665,90.43592333333333,518.56,87468.0,4415.92
3625,24.0,31.939336041666667,99.06963604166667,5.110008333333333,31.939336041666667,91.27705895833333,535.58,89432.61,4399.16
3626,24.0,31.942344375,99.08676958333334,5.119017291666666,31.942344375,91.08010770833333,584.13,97430.8,4587.2
3627,24.0,32.121602083333336,99.08568083333333,5.313251458333333,32.121602083333336,90.62370895833334,585.08,98081.73,4560.12
3628,24.0,31.922278510638296,97.03116479166667,5.107575106382979,31.922278510638296,91.36506148936171,575.18,97437.93,4532.51
3629,24.0,32.2232825,99.106745625,5.399150208333333,32.2232825,90.44119104166667,581.69,97931.31,4593.52
3630,24.0,32.05311625,97.04636916666666,5.222094122340425,32.05311625,91.30906468085107,577.99,96579.42,4675.57
3631,24.0,31.976266875,99.130280625,5.1390125,31.976266875,91.41058291666667,584.31,97443.05,4698.12
3632,24.0,32.28534270833333,99.128673125,5.461892916666667,32.28534270833333,90.77153333333334,582.14,97570.96,4671.6
3633,24.0,32.28043958333333,99.09032041666667,5.263836041666667,32.28043958333333,90.93539125,568.21,95548.06,4628.65
3634,24.0,32.17714125,99.13481729166666,5.350200625,32.17714125,90.48612479166667,576.11,97043.4,4641.62
3635,24.0,32.195525208333336,99.16177458333334,5.376837083333333,32.195525208333336,90.44387479166667,573.78,97096.13,4672.87
3636,24.0,32.154293333333335,99.18552125,5.349706458333333,32.154293333333335,90.13723083333333,575.16,96360.7,4529.63
3637,24.0,32.098916458333335,99.20189395833333,5.04043125,32.098916458333335,90.61415854166667,564.88,95075.19,4543.19
3638,24.0,32.10358625,99.22645583333333,5.100713958333333,32.10358625,90.941581875,569.14,102016.95,4567.59
3639,24.0,35.901616458333336,74.68709479166667,7.9728047916666664,35.901616458333336,90.32019583333333,494.69,81029.08,4100.07
3640,24.0,35.056373541666666,100.0,6.062465625,35.056373541666666,89.63295291666667,517.52,83856.55,4279.4
3641,24.0,33.62912020833333,99.13595583333333,4.799124791666666,33.62912020833333,89.93010166666667,561.72,91018.99,4565.91
3642,24.0,33.643507291666666,99.146248125,4.828136041666666,33.643507291666666,89.97645416666667,560.12,90769.39,4598.49
3643,24.0,33.9990525,99.16701166666667,4.978744375,33.9990525,88.14918708333333,559.35,90792.99,4596.07
3644,24.0,33.718070625,99.17129520833333,4.949044166666667,33.718070625,89.05274979166667,563.12,91406.51,4351.14
3645,24.0,33.55048625,99.213205,4.763515833333333,33.55048625,90.564525625,564.84,92368.67,4394.05
3646,24.0,33.48638458333333,99.26793395833333,4.701830208333333,33.48638458333333,90.95869,565.66,91576.84,4456.28
3647,24.0,33.89442854166667,99.28722479166667,5.127273958333333,33.89442854166667,89.17447520833333,565.62,91436.13,4393.84
3648,24.0,33.7124775,99.314818125,4.9252625,33.7124775,90.13393916666666,563.37,91192.39,5002.97
3649,24.0,33.83363395833333,99.34115729166666,5.028991666666666,33.83363395833333,89.27458583333333,562.36,90617.94,4382.03
3650,24.0,33.894936666666666,99.29999770833334,5.094218541666667,33.894936666666666,88.36923416666667,563.29,90717.0,4369.24
3651,24.0,33.702365625,99.30277291666667,4.895338125,33.702365625,90.05195979166666,562.1,91638.59,4358.17
3652,24.0,33.862143333333336,99.31615458333333,5.041595,33.862143333333336,87.865205,559.92,91417.2,4382.95
3653,24.0,33.42067854166667,99.29319625,4.614253333333333,33.42067854166667,91.16730208333334,561.57,89849.8,4372.1
3654,24.0,33.47750833333333,99.28751354166667,4.669665625,33.47750833333333,91.004200625,558.2,90665.59,4343.38
3655,24.0,33.48665166666667,99.29221791666667,4.692947916666666,33.48665166666667,90.79908979166666,551.43,89547.21,4388.24
3656,24.0,33.58157791666667,99.30205270833333,4.7760766666666665,33.58157791666667,90.06994979166667,552.28,88428.95,4368.86
3657,24.0,33.641580625,99.284261875,4.827259375,33.641580625,90.00397458333333,552.26,87706.06,4364.46
3658,24.0,33.60411979166667,99.31963895833333,4.779117708333334,33.60411979166667,90.20236770833333,549.5,87438.9,4348.95
3659,24.0,33.43880166666667,99.33512125,4.643945833333333,33.43880166666667,90.85340395833333,543.0,86981.02,4483.73
3660,24.0,33.46066416666667,99.34471583333334,4.663746041666666,33.46066416666667,90.869286875,563.9,85619.25,4542.52
3661,24.0,33.45415083333334,99.36659333333333,4.659292916666667,33.45415083333334,91.17316333333333,548.96,87784.34,4560.95
3662,24.0,33.74130872340425,97.29574916666667,4.958890212765957,33.74130872340425,90.73010638297872,546.69,88793.05,4571.3
3663,24.0,33.934223333333335,99.372186875,5.15095375,33.934223333333335,89.25612916666667,542.25,87891.85,4574.51
3664,24.0,33.89350520833333,99.36705979166666,5.115017708333333,33.89350520833333,89.29638875,541.39,84312.62,4563.02
3665,24.0,33.67589375,99.36461020833333,4.899589375,33.67589375,90.38334041666667,539.54,86108.9,4536.98
3666,24.0,33.86002531914894,99.34165666666667,5.1001429787234045,33.86002531914894,89.63168638297873,537.04,88234.23,4563.13
3667,24.0,34.0338314893617,97.03410354166667,5.261295744680851,34.0338314893617,88.66326787234043,531.32,87369.55,4547.2
3668,24.0,33.8258185106383,97.06007166666667,5.039433617021277,33.8258185106383,90.14012787234043,534.51,89221.6,4558.32
3669,24.0,33.87276979166667,99.144685,5.10609625,33.87276979166667,90.44280895833333,540.85,89589.43,4589.03
3670,24.0,33.92727234042553,97.09898645833333,5.158222553191489,33.92727234042553,89.80996404255319,537.73,89144.24,4461.45
3671,24.0,33.72549854166667,99.16462479166667,4.93472375,33.72549854166667,90.05321583333334,542.5,89202.26,4553.83
3672,24.0,33.698666458333335,99.14268666666666,4.816339791666667,33.698666458333335,90.628246875,536.32,88568.23,4540.84
3673,24.0,34.9923625,99.14537583333333,4.691573958333334,34.9923625,90.05826270833333,511.74,84776.05,4449.74
3674,24.0,33.903472083333334,99.16277666666667,4.897435833333334,33.903472083333334,90.70954645833334,537.55,88392.01,4585.64
3675,24.0,34.23651520833333,99.16920770833333,4.512365833333333,34.23651520833333,91.02547020833333,506.01,89653.36,4492.51
3676,24.0,33.78237083333333,100.0,4.833922916666666,33.78237083333333,90.85363729166667,531.09,88166.1,4607.83
3677,24.0,33.672445,99.16028270833333,4.684792291666667,33.672445,91.228578125,528.33,87839.21,4541.93
3678,24.0,33.527804375,99.164599375,4.752056458333334,33.527804375,91.25765854166667,532.29,87708.36,4543.87
3679,24.0,33.419989791666666,99.19657104166667,4.649594166666667,33.419989791666666,91.326523125,532.86,87557.73,4531.59
3680,24.0,33.399674375,99.2049925,4.629402291666667,33.399674375,91.35117,529.4,87275.37,4551.66
3681,24.0,33.438212916666664,99.19758208333333,4.669048958333334,33.438212916666664,91.23909083333334,528.44,87273.05,4559.97
3682,24.0,33.49318458333333,99.18367020833334,4.717015625,33.49318458333333,91.03759708333334,523.93,87511.75,4613.95
3683,24.0,33.503038958333335,99.19149895833333,4.725817083333333,33.503038958333335,90.95530979166666,526.2,87651.08,4563.4
3684,24.0,33.613518125,99.18564979166666,4.838436041666666,33.613518125,90.49956666666667,524.24,87358.58,4579.51
3685,24.0,33.852392916666666,99.173520625,5.068930833333333,33.852392916666666,89.89056895833333,525.94,87366.42,4575.34
3686,24.0,33.843772916666666,99.16009770833334,5.052070416666667,33.843772916666666,90.63584833333333,526.49,87760.84,4451.77
3687,24.0,33.98708833333333,99.15072375,5.1152225,33.98708833333333,89.505160625,517.94,87333.2,4382.42
3688,2.35833,32.72824219820805,11.114587916666666,5.55007062103268,32.72824219820805,88.3865147738442,67.35,12263.56,548.37
3689,8.5,30.759050597421115,27.57766875,1.8594436716459717,30.759050597421115,85.52420627631165,96.01,17147.38,1300.6
3690,15.19167,32.62290683386356,63.564230625,4.011738294130929,32.62290683386356,88.60144207176697,246.39,42838.88,3102.92
3703,12.86,32.35106,25.599133333333334,3.13966,32.35106,86.29436,136.81,22047.95,1261.88
3704,24.0,32.16030617021276,97.365085625,3.358746170212766,32.16030617021276,89.26596085106382,493.48,82047.51,4619.34
3705,24.0,32.55362916666667,99.44125125,3.6868435416666667,32.55362916666667,90.31842958333333,514.75,85830.12,4695.83
3706,13.85833,33.17807624610613,57.74551875,4.190267510104031,33.17807624610613,90.58402965949722,256.61,42825.28,2426.75
3707,16.0,32.74945410759018,58.26409625,3.8872937766062114,32.74945410759018,89.63006510175535,275.05,46085.46,2614.28
3708,24.0,32.96355744680851,97.087065,4.049530638297872,32.96355744680851,90.62125361702128,540.13,89395.25,4763.47
3709,23.0,33.21064545454546,97.00521760869566,4.271237045454545,33.21064545454546,90.86221204545454,534.49,88202.36,4620.93
3710,21.525,33.28030927869454,90.945349375,4.380093193853659,33.28030927869454,90.98611047327758,495.04,81881.71,4255.72
3713,7.33333,35.886231883209945,23.667745208333333,7.48345383243356,35.886231883209945,75.5687101633228,64.24,10992.63,712.64
3715,6.30833,37.23021945486365,19.022425625,7.362186376663871,37.23021945486365,68.62639361496625,123.56,23907.25,1255.95
3716,24.0,33.157992916666664,99.38330729166667,4.213527291666667,33.157992916666664,88.65041958333333,553.61,90902.31,4775.07
3717,24.0,25.842670833333333,99.39027979166667,5.350231458333333,25.842670833333333,89.89885208333334,571.67,94394.75,4886.11
3718,24.0,33.756445,99.40589729166666,4.8161660416666665,33.756445,90.76429041666667,591.0,97049.31,4937.12
3719,24.0,34.24667958333333,99.47713604166667,5.292453125,34.24667958333333,89.15164520833333,605.94,99526.18,4966.74
3720,23.99907,34.3392017117205,99.53649041666667,5.354086038063142,34.3392017117205,89.01725028659861,608.46,99834.49,4971.94
3721,22.3,34.56224469006053,84.44676520833333,5.790955202610424,34.56224469006053,88.7042365928367,490.43,104762.44,4139.42
3722,24.0,34.44071458333333,99.64141208333334,5.599573958333333,34.44071458333333,89.25034,618.44,101413.38,4890.37
3723,24.0,34.31336395833333,99.71871229166666,5.456179166666667,34.31336395833333,89.39745604166667,616.69,100594.43,4861.42
3724,24.0,34.011404166666665,99.747418125,5.1778691666666665,34.011404166666665,90.98188708333333,610.48,100122.29,4885.63
3725,24.0,34.30889895833333,99.75088208333334,5.492457291666667,34.30889895833333,90.09526166666667,612.61,99833.89,4907.1
3726,24.0,34.46817958333333,99.74908770833333,5.650422291666667,34.46817958333333,89.66399416666667,607.86,99383.38,4923.86
3727,24.0,34.42976291666667,99.798715,5.551269791666667,34.42976291666667,89.249691875,601.26,98220.22,4920.56
3728,24.0,34.245026458333335,99.846174375,5.333219791666667,34.245026458333335,90.27518375,594.46,96837.04,4924.19
3729,24.0,34.18459854166667,99.84434770833333,5.330856875,34.18459854166667,90.88385520833333,583.12,95824.79,4927.04
3730,24.0,34.27986645833333,99.82645770833334,5.437697916666667,34.27986645833333,90.575606875,574.94,94443.64,4866.38
3731,24.0,33.913792916666665,99.587375,5.062422291666667,33.913792916666665,91.49883333333334,568.09,92537.71,4815.23
3732,24.0,33.859100625,99.72724145833334,5.025921666666667,33.859100625,91.36987625,563.28,92821.97,4788.36
3733,24.0,34.32801979166667,99.809225625,5.4918997916666665,34.32801979166667,88.94889729166667,569.74,92566.05,4754.88
3734,24.0,34.081265,99.79385645833334,5.2458052083333335,34.081265,89.96817854166666,548.64,90409.16,4759.86
3735,24.0,33.78498895833334,99.7637,4.979311875,33.78498895833334,91.161606875,577.78,97032.84,4819.84
3736,24.0,34.127704791666666,99.75796479166667,5.327903958333334,34.127704791666666,89.54766208333334,565.69,95017.06,4801.46
3737,24.0,33.920559375,99.75942875,5.114194166666667,33.920559375,91.13118229166666,566.41,94346.28,4846.52
3738,24.0,34.18607333333333,99.77144854166667,5.363139583333333,34.18607333333333,90.08621,565.75,93613.96,4881.85
3739,24.0,34.272924375,99.775319375,5.4370925,34.272924375,89.90024270833334,564.59,94651.15,4786.7
3740,24.0,34.330396875,99.35325770833333,5.50810125,34.330396875,90.13592708333333,566.61,94880.41,4710.03
3741,24.0,34.35879333333333,99.27865958333334,5.548256041666667,34.35879333333333,90.23630229166666,564.4,94680.45,4761.89
3742,24.0,34.18739479166667,99.27823416666666,5.374924375,34.18739479166667,91.07704020833333,561.84,94396.65,4819.56
3743,24.0,34.304633333333335,99.27278645833333,5.477579791666667,34.304633333333335,90.762049375,558.9,94679.7,4887.2
3744,24.0,34.26938375,99.29870041666666,5.439858958333334,34.26938375,91.05011395833333,560.27,94617.49,4870.02
3745,24.0,34.19446395833333,99.30316895833333,5.352359791666666,34.19446395833333,90.86842354166667,557.64,94327.5,4865.02
3746,24.0,34.37250708333333,99.317490625,5.539955833333333,34.37250708333333,90.64196729166666,558.03,94530.69,4879.54
3747,24.0,34.192386382978725,97.27569541666666,5.343581914893617,34.192386382978725,91.23780617021276,554.03,93400.25,4881.43
3748,24.0,34.40247914893617,97.45862395833333,5.537843829787234,34.40247914893617,89.94970489361702,553.56,93623.79,4923.16
3749,14.89167,34.42974417917534,66.98926125,5.827733576825165,34.42974417917534,89.18142979493905,291.92,50172.42,2947.72
3750,24.0,33.586655061559505,96.86312416666667,4.662613228454172,33.586655061559505,90.19591560875513,398.18,67433.0,4171.6
3751,24.0,33.73641104166666,100.0,4.780137291666667,33.73641104166666,90.670754375,520.0,87690.34,4695.81
3752,21.16667,35.59230041110387,80.921506875,5.631870904809307,35.59230041110387,89.93837446441505,391.04,67360.86,3852.39
3753,24.0,33.84452041666667,99.71173125,4.496575625,33.84452041666667,91.66183416666667,521.54,89225.22,4825.0
3754,24.0,33.64335125,99.73792208333333,4.6590316666666665,33.64335125,91.73794729166667,530.41,90741.01,4844.88
3755,24.0,33.61620659574468,97.91666666666667,4.498168510638298,33.61620659574468,91.59104574468086,533.66,90510.59,5532.37
3756,24.0,33.647204583333334,100.0,4.591307708333333,33.647204583333334,91.39924479166666,538.24,91767.23,5860.4
3757,24.0,33.63592520833333,100.0,4.582309583333333,33.63592520833333,91.23077166666667,542.33,91942.61,4804.72
3758,24.0,34.04387625,100.0,4.515251458333333,34.04387625,90.17175520833334,533.27,90874.36,4714.28
3759,24.0,33.338695625,100.0,4.3410529166666665,33.338695625,90.65353833333333,531.8,90498.89,4598.31
3760,24.0,33.3076625,100.0,4.136543541666667,33.3076625,91.24072625,524.99,88836.93,4629.89
3761,24.0,33.21220958333333,100.0,4.1893725,33.21220958333333,91.44540708333334,526.08,88793.7,4678.26
3762,24.0,33.399370625,100.0,4.394027708333334,33.399370625,91.13260375,525.16,89356.36,4727.23
3763,24.0,33.657428333333336,100.0,4.642540833333333,33.657428333333336,90.79155375,525.83,89213.48,4784.68
3764,24.0,34.16448333333334,100.0,4.172061041666667,34.16448333333334,91.73316416666667,510.64,87591.52,4770.94
3765,24.0,33.475020625,100.0,4.421326458333334,33.475020625,91.97712729166666,535.0,89289.77,4900.3
3766,24.0,33.59867729166667,99.99933375,4.539085208333334,33.59867729166667,91.73765208333333,535.59,89691.5,4911.53
3767,24.0,33.711610416666666,100.0,4.645702916666667,33.711610416666666,91.320510625,536.48,90217.63,4935.8
3768,24.0,33.701500625,100.0,4.631156041666666,33.701500625,91.72372354166667,537.52,90445.56,4960.84
3769,24.0,33.73090770833333,100.0,4.660452291666667,33.73090770833333,91.85734458333333,539.19,90529.22,4857.45
3770,24.0,33.957995833333335,100.0,4.617695416666667,33.957995833333335,91.860864375,527.94,90325.08,4909.77
3771,24.0,35.01586104166667,83.8951325,5.884722708333333,35.01586104166667,91.56104416666666,486.9,88307.13,4614.69
3772,24.0,35.056182291666666,83.71412083333334,5.7691325,35.056182291666666,91.61721291666667,488.39,88932.19,4565.67
3773,24.0,33.69040666666667,99.72915916666666,4.534570625,33.69040666666667,91.70076229166666,523.27,91337.48,4758.23
3774,24.0,33.63568875,99.70307770833334,4.5936545833333335,33.63568875,91.656021875,516.87,90411.63,4784.43
3775,20.34167,34.17455834499331,85.70982042553192,5.174785246791439,34.17455834499331,91.71514564289953,401.07,70919.06,3849.62
3776,22.5,33.03478799552014,89.37425145833333,4.30518038500584,33.03478799552014,91.4140199487038,412.17,72032.02,4242.19
3777,24.0,33.445241875,99.70869979166666,4.666373125,33.445241875,91.66201770833334,494.31,85655.51,4839.05
3778,24.0,33.90461979166667,99.850556875,5.060111458333333,33.90461979166667,90.8304675,499.71,86358.19,4711.51
3779,24.0,33.70594404255319,100.0,4.895527659574468,33.70594404255319,91.56522617021277,508.22,87622.61,4710.18
3780,24.0,33.784771666666664,100.0,5.024300625,33.784771666666664,91.133676875,511.37,88207.82,4718.65
3781,24.0,33.94574375,100.0,5.080105625,33.94574375,91.275301875,511.01,87850.28,4777.46
3782,24.0,33.639764166666666,100.0,4.885443541666667,33.639764166666666,91.77135729166666,516.52,89145.55,4746.73
